,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,E_OFF_RATING_A,OFF_RATING_A,E_DEF_RATING_A,DEF_RATING_A,E_NET_RATING_A,NET_RATING_A,AST_PCT_A,AST_TOV_A,AST_RATIO_A,OREB_PCT_A,DREB_PCT_A,REB_PCT_A,E_TM_TOV_PCT_A,TM_TOV_PCT_A,EFG_PCT_A,TS_PCT_A,USG_PCT_A,E_USG_PCT_A,E_PACE_A,PACE_A,PACE_PER40_A,POSS_A,PIE_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,E_OFF_RATING_B,OFF_RATING_B,E_DEF_RATING_B,DEF_RATING_B,E_NET_RATING_B,NET_RATING_B,AST_PCT_B,AST_TOV_B,AST_RATIO_B,OREB_PCT_B,DREB_PCT_B,REB_PCT_B,E_TM_TOV_PCT_B,TM_TOV_PCT_B,EFG_PCT_B,TS_PCT_B,USG_PCT_B,E_USG_PCT_B,E_PACE_B,PACE_B,PACE_PER40_B,POSS_B,PIE_B,Unnamed: 0.1
0,22200001,1610612755,76ers,PHI,Philadelphia,240:00,114.3,119.4,126.9,129.9,-12.5,-10.5,0.4,1.14,13.1,0.19,0.744,0.457,13.683,14.3,0.581,0.634,1.0,0.192,100.82,97.5,81.25,98,0.434,1610612738,Celtics,BOS,Boston,240:00,126.9,129.9,114.3,119.4,12.5,10.5,0.522,2.18,18.6,0.256,0.81,0.543,11.075,11.3,0.634,0.668,1.0,0.197,100.82,97.5,81.25,97,0.566,
1,22200001,1610612738,Celtics,BOS,Boston,240:00,126.9,129.9,114.3,119.4,12.5,10.5,0.522,2.18,18.6,0.256,0.81,0.543,11.075,11.3,0.634,0.668,1.0,0.197,100.82,97.5,81.25,97,0.566,1610612755,76ers,PHI,Philadelphia,240:00,114.3,119.4,126.9,129.9,-12.5,-10.5,0.4,1.14,13.1,0.19,0.744,0.457,13.683,14.3,0.581,0.634,1.0,0.192,100.82,97.5,81.25,98,0.434,
2,22200002,1610612747,Lakers,LAL,Los Angeles,240:00,92.4,97.3,105.9,107.0,-13.6,-9.6,0.575,1.05,15.3,0.246,0.719,0.482,18.644,19.6,0.479,0.519,1.0,0.197,117.06,113.5,94.58,112,0.452,1610612744,Warriors,GSW,Golden State,240:00,105.9,107.0,92.4,97.3,13.6,9.6,0.689,1.72,19.6,0.281,0.754,0.518,15.501,15.7,0.535,0.564,1.0,0.198,117.06,113.5,94.58,115,0.548,
3,22200002,1610612744,Warriors,GSW,Golden State,240:00,105.9,107.0,92.4,97.3,13.6,9.6,0.689,1.72,19.6,0.281,0.754,0.518,15.501,15.7,0.535,0.564,1.0,0.198,117.06,113.5,94.58,115,0.548,1610612747,Lakers,LAL,Los Angeles,240:00,92.4,97.3,105.9,107.0,-13.6,-9.6,0.575,1.05,15.3,0.246,0.719,0.482,18.644,19.6,0.479,0.519,1.0,0.197,117.06,113.5,94.58,112,0.452,
4,22200003,1610612753,Magic,ORL,Orlando,240:00,106.5,106.9,107.0,111.9,-0.6,-5.0,0.5,1.17,15.7,0.277,0.707,0.514,17.585,17.6,0.552,0.578,1.0,0.199,103.96,101.5,84.58,102,0.475,1610612765,Pistons,DET,Detroit,240:00,107.0,111.9,106.5,106.9,0.6,5.0,0.775,2.38,20.9,0.293,0.723,0.486,12.315,12.9,0.5,0.54,1.0,0.197,103.96,101.5,84.58,101,0.525,
5,22200003,1610612765,Pistons,DET,Detroit,240:00,107.0,111.9,106.5,106.9,0.6,5.0,0.775,2.38,20.9,0.293,0.723,0.486,12.315,12.9,0.5,0.54,1.0,0.197,103.96,101.5,84.58,101,0.525,1610612753,Magic,ORL,Orlando,240:00,106.5,106.9,107.0,111.9,-0.6,-5.0,0.5,1.17,15.7,0.277,0.707,0.514,17.585,17.6,0.552,0.578,1.0,0.199,103.96,101.5,84.58,102,0.475,
6,22200004,1610612764,Wizards,WAS,Washington,240:00,108.0,108.6,97.9,102.9,10.0,5.7,0.5,1.24,14.9,0.353,0.71,0.549,16.105,16.2,0.516,0.556,1.0,0.199,107.4,104.5,87.08,105,0.576,1610612754,Pacers,IND,Indiana,240:00,97.9,102.9,108.0,108.6,-10.0,-5.7,0.538,1.4,14.8,0.29,0.647,0.451,13.731,14.4,0.479,0.504,1.0,0.2,107.4,104.5,87.08,104,0.424,
7,22200004,1610612754,Pacers,IND,Indiana,240:00,97.9,102.9,108.0,108.6,-10.0,-5.7,0.538,1.4,14.8,0.29,0.647,0.451,13.731,14.4,0.479,0.504,1.0,0.2,107.4,104.5,87.08,104,0.424,1610612764,Wizards,WAS,Washington,240:00,108.0,108.6,97.9,102.9,10.0,5.7,0.5,1.24,14.9,0.353,0.71,0.549,16.105,16.2,0.516,0.556,1.0,0.199,107.4,104.5,87.08,105,0.576,
8,22200005,1610612745,Rockets,HOU,Houston,240:00,101.3,100.9,110.8,110.4,-9.5,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.152,15.1,0.474,0.511,1.0,0.199,105.58,106.0,88.33,106,0.428,1610612737,Hawks,ATL,Atlanta,240:00,110.8,110.4,101.3,100.9,9.5,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.526,8.5,0.539,0.582,1.0,0.201,105.58,106.0,88.33,106,0.572,
9,22200005,1610612737,Hawks,ATL,Atlanta,240:00,110.8,110.4,101.3,100.9,9.5,9.4,0.667,3.33,21.5,0.128,0.696,0.437,8.526,8.5,0.539,0.582,1.0,0.201,105.58,106.0,88.33,106,0.572,1610612745,Rockets,HOU,Houston,240:00,101.3,100.9,110.8,110.4,-9.5,-9.4,0.595,1.56,17.2,0.304,0.872,0.563,15.152,15.1,0.474,0.511,1.0,0.199,105.58,106.0,88.33,106,0.428,
10,22200006,1610612740,Pelicans,NOP,New Orleans,240:00,123.8,127.5,101.4,105.9,22.5,21.6,0.62,2.38,19.7,0.429,0.774,0.596,12.381,12.7,0.549,0.575,1.0,0.195,105.78,102.0,85.0,102,0.608,1610612751,Nets,BKN,Brooklyn,240:00,101.4,105.9,123.8,127.5,-22.5,-21.6,0.55,1.38,16.0,0.226,0.571,0.404,15.015,15.7,0.506,0.542,1.0,0.196,105.78,102.0,85.0,102,0.392,
11,22200006,1610612751,Nets,BKN,Brooklyn,240:00,101.4,105.9,123.8,127.5,-22.5,-21.6,0.55,1.38,16.0,0.226,0.571,0.404,15.015,15.7,0.506,0.542,1.0,0.196,105.78,102.0,85.0,102,0.392,1610612740,Pelicans,NOP,New Orleans,240:00,123.8,127.5,101.4,105.9,22.5,21.6,0.62,2.38,19.7,0.429,0.774,0.596,12.381,12.7,0.549,0.575,1.0,0.195,105.78,102.0,85.0,102,0.608,
12,22200007,1610612748,Heat,MIA,Miami,240:00,104.5,102.9,107.1,110.5,-2.6,-7.6,0.568,1.11,15.9,0.196,0.696,0.471,18.389,18.1,0.538,0.585,1.0,0.201,105.82,105.0,87.5,105,0.478,1610612741,Bulls,CHI,Chicago,240:00,107.1,110.5,104.5,102.9,2.6,7.6,0.561,1.53,16.0,0.304,0.804,0.529,13.848,14.3,0.511,0.551,1.0,0.198,105.82,105.0,87.5,105,0.522,
13,22200007,1610612741,Bulls,CHI,Chicago,240:00,107.1,110.5,104.5,102.9,2.6,7.6,0.561,1.53,16.0,0.304,0.804,0.529,13.848,14.3,0.511,0.551,1.0,0.198,105.82,105.0,87.5,105,0.522,1610612748,Heat,MIA,Miami,240:00,104.5,102.9,107.1,110.5,-2.6,-7.6,0.568,1.11,15.9,0.196,0.696,0.471,18.389,18.1,0.538,0.585,1.0,0.201,105.82,105.0,87.5,105,0.478,
14,22200008,1610612761,Raptors,TOR,Toronto,240:00,106.8,109.1,107.0,106.1,-0.2,3.0,0.528,1.46,14.4,0.321,0.805,0.532,12.861,13.1,0.494,0.54,1.0,0.202,99.6,99.0,82.5,99,0.479,1610612739,Cavaliers,CLE,Cleveland,240:00,107.0,106.1,106.8,109.1,0.2,-3.0,0.658,1.47,19.4,0.195,0.679,0.468,17.326,17.2,0.558,0.603,1.0,0.202,99.6,99.0,82.5,99,0.521,
15,22200008,1610612739,Cavaliers,CLE,Cleveland,240:00,107.0,106.1,106.8,109.1,0.2,-3.0,0.658,1.47,19.4,0.195,0.679,0.468,17.326,17.2,0.558,0.603,1.0,0.202,99.6,99.0,82.5,99,0.521,1610612761,Raptors,TOR,Toronto,240:00,106.8,109.1,107.0,106.1,-0.2,3.0,0.528,1.46,14.4,0.321,0.805,0.532,12.861,13.1,0.494,0.54,1.0,0.202,99.6,99.0,82.5,99,0.479,
16,22200009,1610612752,Knicks,NYK,New York,265:00,101.0,105.7,102.6,107.5,-1.6,-1.8,0.636,2.33,17.8,0.324,0.6,0.464,10.819,11.3,0.445,0.479,1.0,0.195,101.0,96.45,80.38,106,0.471,1610612763,Grizzlies,MEM,Memphis,265:00,102.6,107.5,101.0,105.7,1.6,1.8,0.643,1.93,17.0,0.4,0.676,0.536,12.487,13.1,0.468,0.487,1.0,0.198,101.0,96.45,80.38,107,0.529,
17,22200009,1610612763,Grizzlies,MEM,Memphis,265:00,102.6,107.5,101.0,105.7,1.6,1.8,0.643,1.93,17.0,0.4,0.676,0.536,12.487,13.1,0.468,0.487,1.0,0.198,101.0,96.45,80.38,107,0.529,1610612752,Knicks,NYK,New York,265:00,101.0,105.7,102.6,107.5,-1.6,-1.8,0.636,2.33,17.8,0.324,0.6,0.464,10.819,11.3,0.445,0.479,1.0,0.195,101.0,96.45,80.38,106,0.471,
18,22200010,1610612760,Thunder,OKC,Oklahoma City,240:00,101.2,100.9,106.0,109.5,-4.7,-8.6,0.579,1.57,15.2,0.317,0.7,0.504,13.123,13.1,0.455,0.497,1.0,0.199,107.6,106.0,88.33,107,0.452,1610612750,Timberwolves,MIN,Minnesota,240:00,106.0,109.5,101.2,100.9,4.7,8.6,0.641,1.79,16.9,0.3,0.683,0.496,12.901,13.3,0.468,0.53,1.0,0.201,107.6,106.0,88.33,105,0.548,
19,22200010,1610612750,Timberwolves,MIN,Minnesota,240:00,106.0,109.5,101.2,100.9,4.7,8.6,0.641,1.79,16.9,0.3,0.683,0.496,12.901,13.3,0.468,0.53,1.0,0.201,107.6,106.0,88.33,105,0.548,1610612760,Thunder,OKC,Oklahoma City,240:00,101.2,100.9,106.0,109.5,-4.7,-8.6,0.579,1.57,15.2,0.317,0.7,0.504,13.123,13.1,0.455,0.497,1.0,0.199,107.6,106.0,88.33,107,0.452,
20,22200011,1610612759,Spurs,SAS,San Antonio,240:00,93.4,97.1,122.7,120.6,-29.3,-23.4,0.55,1.47,15.1,0.295,0.667,0.459,13.731,14.3,0.439,0.471,1.0,0.2,107.18,106.0,88.33,105,0.368,1610612766,Hornets,CHA,Charlotte,240:00,122.7,120.6,93.4,97.1,29.3,23.4,0.542,1.73,17.9,0.333,0.705,0.541,14.269,14.0,0.58,0.619,1.0,0.2,107.18,106.0,88.33,107,0.632,
21,22200011,1610612766,Hornets,CHA,Charlotte,240:00,122.7,120.6,93.4,97.1,29.3,23.4,0.542,1.73,17.9,0.333,0.705,0.541,14.269,14.0,0.58,0.619,1.0,0.2,107.18,106.0,88.33,107,0.632,1610612759,Spurs,SAS,San Antonio,240:00,93.4,97.1,122.7,120.6,-29.3,-23.4,0.55,1.47,15.1,0.295,0.667,0.459,13.731,14.3,0.439,0.471,1.0,0.2,107.18,106.0,88.33,105,0.368,
22,22200012,1610612762,Jazz,UTA,Utah,240:00,116.4,119.4,100.1,100.0,16.4,19.4,0.643,1.35,18.8,0.409,0.75,0.58,18.932,19.4,0.602,0.636,1.0,0.201,103.78,102.5,85.42,103,0.585,1610612743,Nuggets,DEN,Denver,240:00,100.1,100.0,116.4,119.4,-16.4,-19.4,0.525,1.0,15.8,0.25,0.591,0.42,20.604,20.6,0.512,0.561,1.0,0.2,103.78,102.5,85.42,102,0.415,
23,22200012,1610612743,Nuggets,DEN,Denver,240:00,100.1,100.0,116.4,119.4,-16.4,-19.4,0.525,1.0,15.8,0.25,0.591,0.42,20.604,20.6,0.512,0.561,1.0,0.2,103.78,102.5,85.42,102,0.415,1610612762,Jazz,UTA,Utah,240:00,116.4,119.4,100.1,100.0,16.4,19.4,0.643,1.35,18.8,0.409,0.75,0.58,18.932,19.4,0.602,0.636,1.0,0.201,103.78,102.5,85.42,103,0.585,
24,22200013,1610612756,Suns,PHX,Phoenix,240:00,108.4,113.8,108.3,110.5,0.1,3.3,0.625,2.08,19.0,0.255,0.783,0.516,12.161,12.8,0.518,0.565,1.0,0.197,97.82,94.5,78.75,94,0.515,1610612742,Mavericks,DAL,Dallas,240:00,108.3,110.5,108.4,113.8,-0.1,-3.3,0.486,1.42,14.3,0.217,0.745,0.484,12.376,12.6,0.56,0.584,1.0,0.2,97.82,94.5,78.75,95,0.485,
25,22200013,1610612742,Mavericks,DAL,Dallas,240:00,108.3,110.5,108.4,113.8,-0.1,-3.3,0.486,1.42,14.3,0.217,0.745,0.484,12.376,12.6,0.56,0.584,1.0,0.2,97.82,94.5,78.75,95,0.485,1610612756,Suns,PHX,Phoenix,240:00,108.4,113.8,108.3,110.5,0.1,3.3,0.625,2.08,19.0,0.255,0.783,0.516,12.161,12.8,0.518,0.565,1.0,0.197,97.82,94.5,78.75,94,0.515,
26,22200014,1610612758,Kings,SAC,Sacramento,240:00,102.5,106.9,112.2,113.9,-9.7,-6.9,0.692,1.69,19.8,0.234,0.736,0.5,15.186,15.8,0.559,0.578,1.0,0.199,103.94,101.0,84.17,101,0.474,1610612757,Trail Blazers,POR,Portland,240:00,112.2,113.9,102.5,106.9,9.7,6.9,0.513,1.82,15.0,0.264,0.766,0.5,10.73,10.9,0.506,0.561,1.0,0.199,103.94,101.0,84.17,101,0.526,
27,22200014,1610612757,Trail Blazers,POR,Portland,240:00,112.2,113.9,102.5,106.9,9.7,6.9,0.513,1.82,15.0,0.264,0.766,0.5,10.73,10.9,0.506,0.561,1.0,0.199,103.94,101.0,84.17,101,0.526,1610612758,Kings,SAC,Sacramento,240:00,102.5,106.9,112.2,113.9,-9.7,-6.9,0.692,1.69,19.8,0.234,0.736,0.5,15.186,15.8,0.559,0.578,1.0,0.199,103.94,101.0,84.17,101,0.474,
28,22200015,1610612755,76ers,PHI,Philadelphia,240:00,94.9,92.6,92.6,94.7,2.3,-2.1,0.472,1.7,14.7,0.125,0.788,0.47,10.785,10.5,0.464,0.496,1.0,0.201,94.94,95.0,79.17,95,0.503,1610612749,Bucks,MIL,Milwaukee,240:00,92.6,94.7,94.9,92.6,-2.3,2.1,0.706,1.71,18.7,0.212,0.875,0.53,14.409,14.7,0.482,0.499,1.0,0.196,94.94,95.0,79.17,95,0.497,
29,22200015,1610612749,Bucks,MIL,Milwaukee,240:00,92.6,94.7,94.9,92.6,-2.3,2.1,0.706,1.71,18.7,0.212,0.875,0.53,14.409,14.7,0.482,0.499,1.0,0.196,94.94,95.0,79.17,95,0.497,1610612755,76ers,PHI,Philadelphia,240:00,94.9,92.6,92.6,94.7,2.3,-2.1,0.472,1.7,14.7,0.125,0.788,0.47,10.785,10.5,0.464,0.496,1.0,0.201,94.94,95.0,79.17,95,0.503,
30,22200016,1610612747,Lakers,LAL,Los Angeles,240:00,90.3,91.5,96.6,99.0,-6.3,-7.5,0.697,2.3,16.6,0.2,0.717,0.414,9.308,9.4,0.399,0.46,1.0,0.199,107.04,105.0,87.5,106,0.458,1610612746,Clippers,LAC,LA,240:00,96.6,99.0,90.3,91.5,6.3,7.5,0.486,0.78,13.4,0.283,0.8,0.586,21.568,22.1,0.519,0.55,1.0,0.199,107.04,105.0,87.5,104,0.542,
31,22200016,1610612746,Clippers,LAC,LA,240:00,96.6,99.0,90.3,91.5,6.3,7.5,0.486,0.78,13.4,0.283,0.8,0.586,21.568,22.1,0.519,0.55,1.0,0.199,107.04,105.0,87.5,104,0.542,1610612747,Lakers,LAL,Los Angeles,240:00,90.3,91.5,96.6,99.0,-6.3,-7.5,0.697,2.3,16.6,0.2,0.717,0.414,9.308,9.4,0.399,0.46,1.0,0.199,107.04,105.0,87.5,106,0.458,
32,22200017,1610612740,Pelicans,NOP,New Orleans,240:00,116.7,119.2,105.5,108.7,11.2,10.5,0.548,1.44,15.9,0.417,0.736,0.584,15.055,15.4,0.517,0.589,1.0,0.198,106.22,103.5,86.25,104,0.576,1610612766,Hornets,CHA,Charlotte,240:00,105.5,108.7,116.7,119.2,-11.2,-10.5,0.682,2.14,20.4,0.264,0.583,0.416,13.188,13.6,0.521,0.543,1.0,0.196,106.22,103.5,86.25,103,0.424,
33,22200017,1610612766,Hornets,CHA,Charlotte,240:00,105.5,108.7,116.7,119.2,-11.2,-10.5,0.682,2.14,20.4,0.264,0.583,0.416,13.188,13.6,0.521,0.543,1.0,0.196,106.22,103.5,86.25,103,0.424,1610612740,Pelicans,NOP,New Orleans,240:00,116.7,119.2,105.5,108.7,11.2,10.5,0.548,1.44,15.9,0.417,0.736,0.584,15.055,15.4,0.517,0.589,1.0,0.198,106.22,103.5,86.25,104,0.576,
34,22200018,1610612759,Spurs,SAS,San Antonio,240:00,124.1,123.4,115.8,118.6,8.3,4.8,0.773,2.0,22.5,0.209,0.623,0.438,15.404,15.3,0.648,0.683,1.0,0.203,113.02,112.0,93.33,111,0.541,1610612754,Pacers,IND,Indiana,240:00,115.8,118.6,124.1,123.4,-8.3,-4.8,0.627,2.0,19.8,0.377,0.791,0.563,13.831,14.2,0.543,0.589,1.0,0.197,113.02,112.0,93.33,113,0.459,
35,22200018,1610612754,Pacers,IND,Indiana,240:00,115.8,118.6,124.1,123.4,-8.3,-4.8,0.627,2.0,19.8,0.377,0.791,0.563,13.831,14.2,0.543,0.589,1.0,0.197,113.02,112.0,93.33,113,0.459,1610612759,Spurs,SAS,San Antonio,240:00,124.1,123.4,115.8,118.6,8.3,4.8,0.773,2.0,22.5,0.209,0.623,0.438,15.404,15.3,0.648,0.683,1.0,0.203,113.02,112.0,93.33,111,0.541,
36,22200019,1610612764,Wizards,WAS,Washington,240:00,105.3,103.0,103.6,103.1,1.7,-0.1,0.634,1.53,20.3,0.179,0.771,0.506,17.555,17.2,0.575,0.601,1.0,0.198,96.68,98.0,81.67,99,0.545,1610612741,Bulls,CHI,Chicago,240:00,103.6,103.1,105.3,103.0,-1.7,0.1,0.576,1.46,15.1,0.229,0.821,0.494,13.469,13.4,0.462,0.535,1.0,0.203,96.68,98.0,81.67,97,0.455,
37,22200019,1610612741,Bulls,CHI,Chicago,240:00,103.6,103.1,105.3,103.0,-1.7,0.1,0.576,1.46,15.1,0.229,0.821,0.494,13.469,13.4,0.462,0.535,1.0,0.203,96.68,98.0,81.67,97,0.455,1610612764,Wizards,WAS,Washington,240:00,105.3,103.0,103.6,103.1,1.7,-0.1,0.634,1.53,20.3,0.179,0.771,0.506,17.555,17.2,0.575,0.601,1.0,0.198,96.68,98.0,81.67,99,0.545,
38,22200020,1610612753,Magic,ORL,Orlando,240:00,95.9,97.0,103.8,105.9,-7.9,-8.9,0.485,0.84,12.5,0.224,0.714,0.469,18.591,18.8,0.463,0.526,1.0,0.198,103.12,101.5,84.58,101,0.433,1610612737,Hawks,ATL,Atlanta,240:00,103.8,105.9,95.9,97.0,7.9,8.9,0.65,1.53,18.7,0.286,0.776,0.531,16.34,16.7,0.522,0.562,1.0,0.2,103.12,101.5,84.58,102,0.567,
39,22200020,1610612737,Hawks,ATL,Atlanta,240:00,103.8,105.9,95.9,97.0,7.9,8.9,0.65,1.53,18.7,0.286,0.776,0.531,16.34,16.7,0.522,0.562,1.0,0.2,103.12,101.5,84.58,102,0.567,1610612753,Magic,ORL,Orlando,240:00,95.9,97.0,103.8,105.9,-7.9,-8.9,0.485,0.84,12.5,0.224,0.714,0.469,18.591,18.8,0.463,0.526,1.0,0.198,103.12,101.5,84.58,101,0.433,
40,22200021,1610612761,Raptors,TOR,Toronto,240:00,106.1,109.4,117.5,114.7,-11.4,-5.4,0.61,1.67,19.0,0.292,0.723,0.505,15.164,15.6,0.554,0.571,1.0,0.195,95.84,95.5,79.58,96,0.484,1610612751,Nets,BKN,Brooklyn,240:00,117.5,114.7,106.1,109.4,11.4,5.4,0.684,2.0,19.7,0.277,0.708,0.495,14.015,13.7,0.556,0.588,1.0,0.202,95.84,95.5,79.58,95,0.516,
41,22200021,1610612751,Nets,BKN,Brooklyn,240:00,117.5,114.7,106.1,109.4,11.4,5.4,0.684,2.0,19.7,0.277,0.708,0.495,14.015,13.7,0.556,0.588,1.0,0.202,95.84,95.5,79.58,95,0.516,1610612761,Raptors,TOR,Toronto,240:00,106.1,109.4,117.5,114.7,-11.4,-5.4,0.61,1.67,19.0,0.292,0.723,0.505,15.164,15.6,0.554,0.571,1.0,0.195,95.84,95.5,79.58,96,0.484,
42,22200022,1610612748,Heat,MIA,Miami,240:00,106.6,109.5,118.6,116.8,-12.0,-7.4,0.548,2.3,17.5,0.314,0.658,0.461,10.246,10.5,0.5,0.527,1.0,0.199,95.6,95.0,79.17,95,0.479,1610612738,Celtics,BOS,Boston,240:00,118.6,116.8,106.6,109.5,12.0,7.4,0.415,0.85,13.9,0.342,0.686,0.539,21.368,21.1,0.608,0.648,1.0,0.199,95.6,95.0,79.17,95,0.521,
43,22200022,1610612738,Celtics,BOS,Boston,240:00,118.6,116.8,106.6,109.5,12.0,7.4,0.415,0.85,13.9,0.342,0.686,0.539,21.368,21.1,0.608,0.648,1.0,0.199,95.6,95.0,79.17,95,0.521,1610612748,Heat,MIA,Miami,240:00,106.6,109.5,118.6,116.8,-12.0,-7.4,0.548,2.3,17.5,0.314,0.658,0.461,10.246,10.5,0.5,0.527,1.0,0.199,95.6,95.0,79.17,95,0.479,
44,22200023,1610612752,Knicks,NYK,New York,240:00,123.0,125.0,99.9,101.9,23.1,23.1,0.58,2.42,19.9,0.28,0.69,0.5,11.355,11.5,0.611,0.621,1.0,0.199,105.88,104.0,86.67,104,0.595,1610612765,Pistons,DET,Detroit,240:00,99.9,101.9,123.0,125.0,-23.1,-23.1,0.667,1.73,17.9,0.31,0.72,0.5,14.14,14.4,0.483,0.509,1.0,0.202,105.88,104.0,86.67,104,0.405,
45,22200023,1610612765,Pistons,DET,Detroit,240:00,99.9,101.9,123.0,125.0,-23.1,-23.1,0.667,1.73,17.9,0.31,0.72,0.5,14.14,14.4,0.483,0.509,1.0,0.202,105.88,104.0,86.67,104,0.405,1610612752,Knicks,NYK,New York,240:00,123.0,125.0,99.9,101.9,23.1,23.1,0.58,2.42,19.9,0.28,0.69,0.5,11.355,11.5,0.611,0.621,1.0,0.199,105.88,104.0,86.67,104,0.595,
46,22200024,1610612763,Grizzlies,MEM,Memphis,240:00,122.0,126.5,113.8,118.4,8.2,8.0,0.578,2.17,17.5,0.386,0.643,0.513,11.346,11.8,0.556,0.582,1.0,0.2,106.48,102.5,85.42,102,0.564,1610612745,Rockets,HOU,Houston,240:00,113.8,118.4,122.0,126.5,-8.2,-8.0,0.409,1.29,13.0,0.357,0.614,0.487,13.06,13.6,0.559,0.574,1.0,0.198,106.48,102.5,85.42,103,0.436,
47,22200024,1610612745,Rockets,HOU,Houston,240:00,113.8,118.4,122.0,126.5,-8.2,-8.0,0.409,1.29,13.0,0.357,0.614,0.487,13.06,13.6,0.559,0.574,1.0,0.198,106.48,102.5,85.42,103,0.436,1610612763,Grizzlies,MEM,Memphis,240:00,122.0,126.5,113.8,118.4,8.2,8.0,0.578,2.17,17.5,0.386,0.643,0.513,11.346,11.8,0.556,0.582,1.0,0.2,106.48,102.5,85.42,102,0.564,
48,22200025,1610612762,Jazz,UTA,Utah,265:00,115.5,116.8,108.5,111.5,7.0,5.3,0.796,3.0,22.6,0.358,0.59,0.469,11.38,11.5,0.532,0.549,1.0,0.201,104.31,102.34,85.28,113,0.562,1610612750,Timberwolves,MIN,Minnesota,265:00,108.5,111.5,115.5,116.8,-7.0,-5.3,0.408,1.0,12.7,0.41,0.642,0.531,17.224,17.7,0.509,0.538,1.0,0.198,104.31,102.34,85.28,113,0.438,
49,22200025,1610612750,Timberwolves,MIN,Minnesota,265:00,108.5,111.5,115.5,116.8,-7.0,-5.3,0.408,1.0,12.7,0.41,0.642,0.531,17.224,17.7,0.509,0.538,1.0,0.198,104.31,102.34,85.28,113,0.438,1610612762,Jazz,UTA,Utah,265:00,115.5,116.8,108.5,111.5,7.0,5.3,0.796,3.0,22.6,0.358,0.59,0.469,11.38,11.5,0.532,0.549,1.0,0.201,104.31,102.34,85.28,113,0.562,
50,22200026,1610612744,Warriors,GSW,Golden State,240:00,109.9,113.9,121.9,120.8,-12.0,-6.9,0.81,1.79,22.2,0.292,0.714,0.489,16.982,17.6,0.563,0.616,1.0,0.197,108.44,107.0,89.17,108,0.48,1610612743,Nuggets,DEN,Denver,240:00,121.9,120.8,109.9,113.9,12.0,6.9,0.652,1.5,20.4,0.286,0.708,0.511,19.048,18.9,0.622,0.66,1.0,0.202,108.44,107.0,89.17,106,0.52,
51,22200026,1610612743,Nuggets,DEN,Denver,240:00,121.9,120.8,109.9,113.9,12.0,6.9,0.652,1.5,20.4,0.286,0.708,0.511,19.048,18.9,0.622,0.66,1.0,0.202,108.44,107.0,89.17,106,0.52,1610612744,Warriors,GSW,Golden State,240:00,109.9,113.9,121.9,120.8,-12.0,-6.9,0.81,1.79,22.2,0.292,0.714,0.489,16.982,17.6,0.563,0.616,1.0,0.197,108.44,107.0,89.17,108,0.48,
52,22200027,1610612757,Trail Blazers,POR,Portland,265:00,106.8,103.7,99.8,102.8,7.0,0.9,0.389,0.67,10.5,0.306,0.717,0.52,19.841,19.3,0.5,0.577,1.0,0.195,98.3,98.26,81.89,109,0.494,1610612756,Suns,PHX,Phoenix,265:00,99.8,102.8,106.8,103.7,-7.0,-0.9,0.721,1.82,20.5,0.283,0.694,0.48,15.282,15.7,0.511,0.538,1.0,0.198,98.3,98.26,81.89,108,0.506,
53,22200027,1610612756,Suns,PHX,Phoenix,265:00,99.8,102.8,106.8,103.7,-7.0,-0.9,0.721,1.82,20.5,0.283,0.694,0.48,15.282,15.7,0.511,0.538,1.0,0.198,98.3,98.26,81.89,108,0.506,1610612757,Trail Blazers,POR,Portland,265:00,106.8,103.7,99.8,102.8,7.0,0.9,0.389,0.67,10.5,0.306,0.717,0.52,19.841,19.3,0.5,0.577,1.0,0.195,98.3,98.26,81.89,109,0.494,
54,22200028,1610612759,Spurs,SAS,San Antonio,240:00,116.8,121.3,109.0,111.7,7.8,9.6,0.628,1.93,19.8,0.347,0.653,0.5,14.344,14.9,0.573,0.596,1.0,0.199,96.96,94.0,78.33,94,0.528,1610612755,76ers,PHI,Philadelphia,240:00,109.0,111.7,116.8,121.3,-7.8,-9.6,0.703,2.17,19.4,0.347,0.653,0.5,12.458,12.8,0.5,0.545,1.0,0.201,96.96,94.0,78.33,94,0.472,
55,22200028,1610612755,76ers,PHI,Philadelphia,240:00,109.0,111.7,116.8,121.3,-7.8,-9.6,0.703,2.17,19.4,0.347,0.653,0.5,12.458,12.8,0.5,0.545,1.0,0.201,96.96,94.0,78.33,94,0.472,1610612759,Spurs,SAS,San Antonio,240:00,116.8,121.3,109.0,111.7,7.8,9.6,0.628,1.93,19.8,0.347,0.653,0.5,14.344,14.9,0.573,0.596,1.0,0.199,96.96,94.0,78.33,94,0.528,
