,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B,Unnamed: 0.1
613,22200307,1610612756,Suns,PHX,Phoenix,240:00,24.0,17.0,8.0,58.0,25.0,12.0,13.0,66.0,7,7,20,15,1610612758,Kings,SAC,Sacramento,240:00,25.0,12.0,13.0,66.0,24.0,17.0,8.0,58.0,7,7,15,20,375.0
614,22200308,1610612747,Lakers,LAL,Los Angeles,240:00,9.0,13.0,9.0,54.0,10.0,22.0,23.0,48.0,7,10,16,24,1610612754,Pacers,IND,Indiana,240:00,10.0,22.0,23.0,48.0,9.0,13.0,9.0,54.0,10,7,24,16,376.0
615,22200308,1610612754,Pacers,IND,Indiana,240:00,10.0,22.0,23.0,48.0,9.0,13.0,9.0,54.0,10,7,24,16,1610612747,Lakers,LAL,Los Angeles,240:00,9.0,13.0,9.0,54.0,10.0,22.0,23.0,48.0,7,10,16,24,377.0
616,22200309,1610612752,Knicks,NYK,New York,240:00,25.0,21.0,14.0,68.0,22.0,11.0,9.0,50.0,1,4,19,17,1610612765,Pistons,DET,Detroit,240:00,22.0,11.0,9.0,50.0,25.0,21.0,14.0,68.0,4,1,17,19,378.0
617,22200309,1610612765,Pistons,DET,Detroit,240:00,22.0,11.0,9.0,50.0,25.0,21.0,14.0,68.0,4,1,17,19,1610612752,Knicks,NYK,New York,240:00,25.0,21.0,14.0,68.0,22.0,11.0,9.0,50.0,1,4,19,17,379.0
618,22200310,1610612744,Warriors,GSW,Golden State,240:00,12.0,3.0,17.0,56.0,24.0,18.0,12.0,42.0,3,4,23,21,1610612742,Mavericks,DAL,Dallas,240:00,24.0,18.0,12.0,42.0,12.0,3.0,17.0,56.0,4,3,21,23,380.0
619,22200310,1610612742,Mavericks,DAL,Dallas,240:00,24.0,18.0,12.0,42.0,12.0,3.0,17.0,56.0,4,3,21,23,1610612744,Warriors,GSW,Golden State,240:00,12.0,3.0,17.0,56.0,24.0,18.0,12.0,42.0,3,4,23,21,381.0
620,22200311,1610612757,Trail Blazers,POR,Portland,240:00,19.0,16.0,17.0,38.0,14.0,19.0,14.0,50.0,7,7,23,18,1610612746,Clippers,LAC,LA,240:00,14.0,19.0,14.0,50.0,19.0,16.0,17.0,38.0,7,7,18,23,382.0
621,22200311,1610612746,Clippers,LAC,LA,240:00,14.0,19.0,14.0,50.0,19.0,16.0,17.0,38.0,7,7,18,23,1610612757,Trail Blazers,POR,Portland,240:00,19.0,16.0,17.0,38.0,14.0,19.0,14.0,50.0,7,7,23,18,383.0
622,22200312,1610612755,76ers,PHI,Philadelphia,240:00,17.0,5.0,4.0,42.0,17.0,8.0,16.0,56.0,1,3,11,13,1610612739,Cavaliers,CLE,Cleveland,240:00,17.0,8.0,16.0,56.0,17.0,5.0,4.0,42.0,3,1,13,11,384.0
623,22200312,1610612739,Cavaliers,CLE,Cleveland,240:00,17.0,8.0,16.0,56.0,17.0,5.0,4.0,42.0,3,1,13,11,1610612755,76ers,PHI,Philadelphia,240:00,17.0,5.0,4.0,42.0,17.0,8.0,16.0,56.0,1,3,11,13,385.0
624,22200313,1610612753,Magic,ORL,Orlando,240:00,15.0,8.0,12.0,46.0,22.0,20.0,9.0,62.0,3,3,21,17,1610612737,Hawks,ATL,Atlanta,240:00,22.0,20.0,9.0,62.0,15.0,8.0,12.0,46.0,3,3,17,21,386.0
625,22200313,1610612737,Hawks,ATL,Atlanta,240:00,22.0,20.0,9.0,62.0,15.0,8.0,12.0,46.0,3,3,17,21,1610612753,Magic,ORL,Orlando,240:00,15.0,8.0,12.0,46.0,22.0,20.0,9.0,62.0,3,3,21,17,387.0
626,22200314,1610612748,Heat,MIA,Miami,240:00,15.0,14.0,4.0,50.0,19.0,15.0,20.0,44.0,3,0,21,18,1610612738,Celtics,BOS,Boston,240:00,19.0,15.0,20.0,44.0,15.0,14.0,4.0,50.0,0,3,18,21,388.0
627,22200314,1610612738,Celtics,BOS,Boston,240:00,19.0,15.0,20.0,44.0,15.0,14.0,4.0,50.0,0,3,18,21,1610612748,Heat,MIA,Miami,240:00,15.0,14.0,4.0,50.0,19.0,15.0,20.0,44.0,3,0,21,18,389.0
628,22200315,1610612764,Wizards,WAS,Washington,240:00,12.0,25.0,15.0,58.0,12.0,11.0,9.0,32.0,5,7,21,25,1610612751,Nets,BKN,Brooklyn,240:00,12.0,11.0,9.0,32.0,12.0,25.0,15.0,58.0,7,5,25,21,390.0
629,22200315,1610612751,Nets,BKN,Brooklyn,240:00,12.0,11.0,9.0,32.0,12.0,25.0,15.0,58.0,7,5,25,21,1610612764,Wizards,WAS,Washington,240:00,12.0,25.0,15.0,58.0,12.0,11.0,9.0,32.0,5,7,21,25,391.0
630,22200316,1610612752,Knicks,NYK,New York,240:00,5.0,28.0,10.0,64.0,12.0,20.0,7.0,56.0,3,6,20,15,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,20.0,7.0,56.0,5.0,28.0,10.0,64.0,6,3,15,20,392.0
631,22200316,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,20.0,7.0,56.0,5.0,28.0,10.0,64.0,6,3,15,20,1610612752,Knicks,NYK,New York,240:00,5.0,28.0,10.0,64.0,12.0,20.0,7.0,56.0,3,6,20,15,393.0
632,22200317,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,5.0,19.0,58.0,15.0,18.0,17.0,54.0,11,4,25,20,1610612763,Grizzlies,MEM,Memphis,240:00,15.0,18.0,17.0,54.0,20.0,5.0,19.0,58.0,4,11,20,25,394.0
633,22200317,1610612763,Grizzlies,MEM,Memphis,240:00,15.0,18.0,17.0,54.0,20.0,5.0,19.0,58.0,4,11,20,25,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,5.0,19.0,58.0,15.0,18.0,17.0,54.0,11,4,25,20,395.0
634,22200318,1610612761,Raptors,TOR,Toronto,240:00,29.0,10.0,14.0,54.0,25.0,18.0,12.0,62.0,7,4,21,16,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,18.0,12.0,62.0,29.0,10.0,14.0,54.0,4,7,16,21,396.0
635,22200318,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,18.0,12.0,62.0,29.0,10.0,14.0,54.0,4,7,16,21,1610612761,Raptors,TOR,Toronto,240:00,29.0,10.0,14.0,54.0,25.0,18.0,12.0,62.0,7,4,21,16,397.0
636,22200319,1610612759,Spurs,SAS,San Antonio,240:00,8.0,12.0,11.0,54.0,20.0,15.0,8.0,70.0,2,4,20,20,1610612760,Thunder,OKC,Oklahoma City,240:00,20.0,15.0,8.0,70.0,8.0,12.0,11.0,54.0,4,2,20,20,398.0
637,22200319,1610612760,Thunder,OKC,Oklahoma City,240:00,20.0,15.0,8.0,70.0,8.0,12.0,11.0,54.0,4,2,20,20,1610612759,Spurs,SAS,San Antonio,240:00,8.0,12.0,11.0,54.0,20.0,15.0,8.0,70.0,2,4,20,20,399.0
638,22200320,1610612745,Rockets,HOU,Houston,240:00,12.0,7.0,9.0,46.0,19.0,12.0,26.0,50.0,6,8,20,21,1610612743,Nuggets,DEN,Denver,240:00,19.0,12.0,26.0,50.0,12.0,7.0,9.0,46.0,8,6,21,20,400.0
639,22200320,1610612743,Nuggets,DEN,Denver,240:00,19.0,12.0,26.0,50.0,12.0,7.0,9.0,46.0,8,6,21,20,1610612745,Rockets,HOU,Houston,240:00,12.0,7.0,9.0,46.0,19.0,12.0,26.0,50.0,6,8,20,21,401.0
640,22200321,1610612756,Suns,PHX,Phoenix,240:00,15.0,18.0,9.0,46.0,21.0,7.0,17.0,66.0,5,6,28,19,1610612741,Bulls,CHI,Chicago,240:00,21.0,7.0,17.0,66.0,15.0,18.0,9.0,46.0,6,5,19,28,402.0
641,22200321,1610612741,Bulls,CHI,Chicago,240:00,21.0,7.0,17.0,66.0,15.0,18.0,9.0,46.0,6,5,19,28,1610612756,Suns,PHX,Phoenix,240:00,15.0,18.0,9.0,46.0,21.0,7.0,17.0,66.0,5,6,28,19,403.0
642,22200322,1610612762,Jazz,UTA,Utah,240:00,14.0,17.0,24.0,52.0,19.0,15.0,11.0,42.0,7,5,24,23,1610612746,Clippers,LAC,LA,240:00,19.0,15.0,11.0,42.0,14.0,17.0,24.0,52.0,5,7,23,24,404.0
643,22200322,1610612746,Clippers,LAC,LA,240:00,19.0,15.0,11.0,42.0,14.0,17.0,24.0,52.0,5,7,23,24,1610612762,Jazz,UTA,Utah,240:00,14.0,17.0,24.0,52.0,19.0,15.0,11.0,42.0,7,5,24,23,405.0
644,22200323,1610612758,Kings,SAC,Sacramento,240:00,13.0,15.0,31.0,56.0,20.0,10.0,8.0,56.0,5,5,25,21,1610612754,Pacers,IND,Indiana,240:00,20.0,10.0,8.0,56.0,13.0,15.0,31.0,56.0,5,5,21,25,406.0
645,22200323,1610612754,Pacers,IND,Indiana,240:00,20.0,10.0,8.0,56.0,13.0,15.0,31.0,56.0,5,5,21,25,1610612758,Kings,SAC,Sacramento,240:00,13.0,15.0,31.0,56.0,20.0,10.0,8.0,56.0,5,5,25,21,407.0
646,22200324,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,12.0,64.0,10.0,27.0,14.0,64.0,5,6,25,18,1610612747,Lakers,LAL,Los Angeles,240:00,10.0,27.0,14.0,64.0,10.0,11.0,12.0,64.0,6,5,18,25,408.0
647,22200324,1610612747,Lakers,LAL,Los Angeles,240:00,10.0,27.0,14.0,64.0,10.0,11.0,12.0,64.0,6,5,18,25,1610612757,Trail Blazers,POR,Portland,240:00,10.0,11.0,12.0,64.0,10.0,27.0,14.0,64.0,5,6,25,18,409.0
648,22200325,1610612765,Pistons,DET,Detroit,265:00,18.0,17.0,6.0,54.0,17.0,11.0,7.0,44.0,0,7,26,24,1610612742,Mavericks,DAL,Dallas,265:00,17.0,11.0,7.0,44.0,18.0,17.0,6.0,54.0,7,0,24,26,410.0
649,22200325,1610612742,Mavericks,DAL,Dallas,265:00,17.0,11.0,7.0,44.0,18.0,17.0,6.0,54.0,7,0,24,26,1610612765,Pistons,DET,Detroit,265:00,18.0,17.0,6.0,54.0,17.0,11.0,7.0,44.0,0,7,26,24,411.0
650,22200326,1610612764,Wizards,WAS,Washington,240:00,7.0,19.0,8.0,48.0,24.0,19.0,13.0,52.0,9,3,23,24,1610612766,Hornets,CHA,Charlotte,240:00,24.0,19.0,13.0,52.0,7.0,19.0,8.0,48.0,3,9,24,23,412.0
651,22200326,1610612766,Hornets,CHA,Charlotte,240:00,24.0,19.0,13.0,52.0,7.0,19.0,8.0,48.0,3,9,24,23,1610612764,Wizards,WAS,Washington,240:00,7.0,19.0,8.0,48.0,24.0,19.0,13.0,52.0,9,3,23,24,413.0
652,22200327,1610612743,Nuggets,DEN,Denver,240:00,11.0,11.0,12.0,62.0,26.0,14.0,14.0,54.0,0,3,12,14,1610612737,Hawks,ATL,Atlanta,240:00,26.0,14.0,14.0,54.0,11.0,11.0,12.0,62.0,3,0,14,12,414.0
653,22200327,1610612737,Hawks,ATL,Atlanta,240:00,26.0,14.0,14.0,54.0,11.0,11.0,12.0,62.0,3,0,14,12,1610612743,Nuggets,DEN,Denver,240:00,11.0,11.0,12.0,62.0,26.0,14.0,14.0,54.0,0,3,12,14,415.0
654,22200328,1610612748,Heat,MIA,Miami,265:00,21.0,22.0,11.0,54.0,15.0,10.0,18.0,46.0,3,2,24,18,1610612738,Celtics,BOS,Boston,265:00,15.0,10.0,18.0,46.0,21.0,22.0,11.0,54.0,2,3,18,24,416.0
655,22200328,1610612738,Celtics,BOS,Boston,265:00,15.0,10.0,18.0,46.0,21.0,22.0,11.0,54.0,2,3,18,24,1610612748,Heat,MIA,Miami,265:00,21.0,22.0,11.0,54.0,15.0,10.0,18.0,46.0,3,2,24,18,417.0
656,22200329,1610612761,Raptors,TOR,Toronto,240:00,22.0,15.0,8.0,58.0,26.0,16.0,18.0,50.0,2,5,19,27,1610612751,Nets,BKN,Brooklyn,240:00,26.0,16.0,18.0,50.0,22.0,15.0,8.0,58.0,5,2,27,19,418.0
657,22200329,1610612751,Nets,BKN,Brooklyn,240:00,26.0,16.0,18.0,50.0,22.0,15.0,8.0,58.0,5,2,27,19,1610612761,Raptors,TOR,Toronto,240:00,22.0,15.0,8.0,58.0,26.0,16.0,18.0,50.0,2,5,19,27,419.0
658,22200330,1610612753,Magic,ORL,Orlando,240:00,12.0,13.0,13.0,54.0,21.0,12.0,12.0,44.0,4,5,13,14,1610612739,Cavaliers,CLE,Cleveland,240:00,21.0,12.0,12.0,44.0,12.0,13.0,13.0,54.0,5,4,14,13,420.0
659,22200330,1610612739,Cavaliers,CLE,Cleveland,240:00,21.0,12.0,12.0,44.0,12.0,13.0,13.0,54.0,5,4,14,13,1610612753,Magic,ORL,Orlando,240:00,12.0,13.0,13.0,54.0,21.0,12.0,12.0,44.0,4,5,13,14,421.0
660,22200331,1610612749,Bucks,MIL,Milwaukee,240:00,4.0,14.0,14.0,54.0,12.0,14.0,12.0,70.0,5,4,18,16,1610612747,Lakers,LAL,Los Angeles,240:00,12.0,14.0,12.0,70.0,4.0,14.0,14.0,54.0,4,5,16,18,422.0
661,22200331,1610612747,Lakers,LAL,Los Angeles,240:00,12.0,14.0,12.0,70.0,4.0,14.0,14.0,54.0,4,5,16,18,1610612749,Bucks,MIL,Milwaukee,240:00,4.0,14.0,14.0,54.0,12.0,14.0,12.0,70.0,5,4,18,16,423.0
662,22200332,1610612755,76ers,PHI,Philadelphia,240:00,14.0,11.0,9.0,46.0,22.0,25.0,24.0,60.0,5,11,21,18,1610612763,Grizzlies,MEM,Memphis,240:00,22.0,25.0,24.0,60.0,14.0,11.0,9.0,46.0,11,5,18,21,424.0
663,22200332,1610612763,Grizzlies,MEM,Memphis,240:00,22.0,25.0,24.0,60.0,14.0,11.0,9.0,46.0,11,5,18,21,1610612755,76ers,PHI,Philadelphia,240:00,14.0,11.0,9.0,46.0,22.0,25.0,24.0,60.0,5,11,21,18,425.0
664,22200333,1610612759,Spurs,SAS,San Antonio,240:00,8.0,18.0,18.0,48.0,11.0,15.0,22.0,54.0,4,5,23,18,1610612740,Pelicans,NOP,New Orleans,240:00,11.0,15.0,22.0,54.0,8.0,18.0,18.0,48.0,5,4,18,23,426.0
665,22200333,1610612740,Pelicans,NOP,New Orleans,240:00,11.0,15.0,22.0,54.0,8.0,18.0,18.0,48.0,5,4,18,23,1610612759,Spurs,SAS,San Antonio,240:00,8.0,18.0,18.0,48.0,11.0,15.0,22.0,54.0,4,5,23,18,427.0
666,22200334,1610612756,Suns,PHX,Phoenix,240:00,19.0,9.0,18.0,40.0,14.0,21.0,20.0,62.0,5,2,28,22,1610612745,Rockets,HOU,Houston,240:00,14.0,21.0,20.0,62.0,19.0,9.0,18.0,40.0,2,5,22,28,428.0
667,22200334,1610612745,Rockets,HOU,Houston,240:00,14.0,21.0,20.0,62.0,19.0,9.0,18.0,40.0,2,5,22,28,1610612756,Suns,PHX,Phoenix,240:00,19.0,9.0,18.0,40.0,14.0,21.0,20.0,62.0,5,2,28,22,429.0
668,22200335,1610612762,Jazz,UTA,Utah,240:00,19.0,18.0,8.0,60.0,27.0,11.0,24.0,46.0,2,5,28,35,1610612754,Pacers,IND,Indiana,240:00,27.0,11.0,24.0,46.0,19.0,18.0,8.0,60.0,5,2,35,28,430.0
669,22200335,1610612754,Pacers,IND,Indiana,240:00,27.0,11.0,24.0,46.0,19.0,18.0,8.0,60.0,5,2,35,28,1610612762,Jazz,UTA,Utah,240:00,19.0,18.0,8.0,60.0,27.0,11.0,24.0,46.0,2,5,28,35,431.0
670,22200336,1610612744,Warriors,GSW,Golden State,240:00,6.0,8.0,10.0,34.0,27.0,9.0,21.0,54.0,5,1,19,28,1610612741,Bulls,CHI,Chicago,240:00,27.0,9.0,21.0,54.0,6.0,8.0,10.0,34.0,1,5,28,19,432.0
671,22200336,1610612741,Bulls,CHI,Chicago,240:00,27.0,9.0,21.0,54.0,6.0,8.0,10.0,34.0,1,5,28,19,1610612744,Warriors,GSW,Golden State,240:00,6.0,8.0,10.0,34.0,27.0,9.0,21.0,54.0,5,1,19,28,433.0
672,22200337,1610612752,Knicks,NYK,New York,240:00,12.0,11.0,15.0,44.0,19.0,24.0,13.0,38.0,1,5,17,20,1610612742,Mavericks,DAL,Dallas,240:00,19.0,24.0,13.0,38.0,12.0,11.0,15.0,44.0,5,1,20,17,434.0
673,22200337,1610612742,Mavericks,DAL,Dallas,240:00,19.0,24.0,13.0,38.0,12.0,11.0,15.0,44.0,5,1,20,17,1610612752,Knicks,NYK,New York,240:00,12.0,11.0,15.0,44.0,19.0,24.0,13.0,38.0,1,5,17,20,435.0
674,22200338,1610612758,Kings,SAC,Sacramento,240:00,23.0,6.0,15.0,62.0,11.0,12.0,10.0,44.0,6,3,22,23,1610612746,Clippers,LAC,LA,240:00,11.0,12.0,10.0,44.0,23.0,6.0,15.0,62.0,3,6,23,22,436.0
675,22200338,1610612746,Clippers,LAC,LA,240:00,11.0,12.0,10.0,44.0,23.0,6.0,15.0,62.0,3,6,23,22,1610612758,Kings,SAC,Sacramento,240:00,23.0,6.0,15.0,62.0,11.0,12.0,10.0,44.0,6,3,22,23,437.0
676,22200339,1610612749,Bucks,MIL,Milwaukee,240:00,11.0,14.0,8.0,46.0,31.0,11.0,12.0,52.0,8,4,17,19,1610612766,Hornets,CHA,Charlotte,240:00,31.0,11.0,12.0,52.0,11.0,14.0,8.0,46.0,4,8,19,17,438.0
677,22200339,1610612766,Hornets,CHA,Charlotte,240:00,31.0,11.0,12.0,52.0,11.0,14.0,8.0,46.0,4,8,19,17,1610612749,Bucks,MIL,Milwaukee,240:00,11.0,14.0,8.0,46.0,31.0,11.0,12.0,52.0,8,4,17,19,439.0
678,22200340,1610612761,Raptors,TOR,Toronto,240:00,25.0,17.0,21.0,70.0,29.0,5.0,16.0,46.0,4,2,24,20,1610612753,Magic,ORL,Orlando,240:00,29.0,5.0,16.0,46.0,25.0,17.0,21.0,70.0,2,4,20,24,440.0
679,22200340,1610612753,Magic,ORL,Orlando,240:00,29.0,5.0,16.0,46.0,25.0,17.0,21.0,70.0,2,4,20,24,1610612761,Raptors,TOR,Toronto,240:00,25.0,17.0,21.0,70.0,29.0,5.0,16.0,46.0,4,2,24,20,441.0
680,22200341,1610612760,Thunder,OKC,Oklahoma City,240:00,33.0,10.0,21.0,66.0,29.0,19.0,26.0,68.0,5,10,18,23,1610612750,Timberwolves,MIN,Minnesota,240:00,29.0,19.0,26.0,68.0,33.0,10.0,21.0,66.0,10,5,23,18,442.0
681,22200341,1610612750,Timberwolves,MIN,Minnesota,240:00,29.0,19.0,26.0,68.0,33.0,10.0,21.0,66.0,10,5,23,18,1610612760,Thunder,OKC,Oklahoma City,240:00,33.0,10.0,21.0,66.0,29.0,19.0,26.0,68.0,5,10,18,23,443.0
682,22200342,1610612745,Rockets,HOU,Houston,240:00,15.0,12.0,17.0,72.0,16.0,5.0,18.0,34.0,4,5,14,24,1610612744,Warriors,GSW,Golden State,240:00,16.0,5.0,18.0,34.0,15.0,12.0,17.0,72.0,5,4,24,14,444.0
683,22200342,1610612744,Warriors,GSW,Golden State,240:00,16.0,5.0,18.0,34.0,15.0,12.0,17.0,72.0,5,4,24,14,1610612745,Rockets,HOU,Houston,240:00,15.0,12.0,17.0,72.0,16.0,5.0,18.0,34.0,4,5,14,24,445.0
684,22200343,1610612762,Jazz,UTA,Utah,240:00,14.0,13.0,10.0,42.0,16.0,13.0,4.0,46.0,4,6,22,20,1610612757,Trail Blazers,POR,Portland,240:00,16.0,13.0,4.0,46.0,14.0,13.0,10.0,42.0,6,4,20,22,446.0
685,22200343,1610612757,Trail Blazers,POR,Portland,240:00,16.0,13.0,4.0,46.0,14.0,13.0,10.0,42.0,6,4,20,22,1610612762,Jazz,UTA,Utah,240:00,14.0,13.0,10.0,42.0,16.0,13.0,4.0,46.0,4,6,22,20,447.0
686,22200344,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,4.0,11.0,54.0,11.0,15.0,14.0,58.0,5,5,22,22,1610612743,Nuggets,DEN,Denver,240:00,11.0,15.0,14.0,58.0,18.0,4.0,11.0,54.0,5,5,22,22,448.0
687,22200344,1610612743,Nuggets,DEN,Denver,240:00,11.0,15.0,14.0,58.0,18.0,4.0,11.0,54.0,5,5,22,22,1610612740,Pelicans,NOP,New Orleans,240:00,18.0,4.0,11.0,54.0,11.0,15.0,14.0,58.0,5,5,22,22,449.0
688,22200345,1610612759,Spurs,SAS,San Antonio,240:00,9.0,11.0,12.0,56.0,19.0,22.0,7.0,54.0,3,0,24,18,1610612756,Suns,PHX,Phoenix,240:00,19.0,22.0,7.0,54.0,9.0,11.0,12.0,56.0,0,3,18,24,450.0
689,22200345,1610612756,Suns,PHX,Phoenix,240:00,19.0,22.0,7.0,54.0,9.0,11.0,12.0,56.0,0,3,18,24,1610612759,Spurs,SAS,San Antonio,240:00,9.0,11.0,12.0,56.0,19.0,22.0,7.0,54.0,3,0,24,18,451.0
690,22200346,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,26.0,38.0,18.0,11.0,13.0,36.0,9,7,19,18,1610612751,Nets,BKN,Brooklyn,240:00,18.0,11.0,13.0,36.0,18.0,8.0,26.0,38.0,7,9,18,19,452.0
691,22200346,1610612751,Nets,BKN,Brooklyn,240:00,18.0,11.0,13.0,36.0,18.0,8.0,26.0,38.0,7,9,18,19,1610612738,Celtics,BOS,Boston,240:00,18.0,8.0,26.0,38.0,18.0,11.0,13.0,36.0,9,7,19,18,453.0
692,22200347,1610612763,Grizzlies,MEM,Memphis,240:00,17.0,16.0,17.0,56.0,18.0,8.0,16.0,40.0,5,7,21,24,1610612765,Pistons,DET,Detroit,240:00,18.0,8.0,16.0,40.0,17.0,16.0,17.0,56.0,7,5,24,21,454.0
693,22200347,1610612765,Pistons,DET,Detroit,240:00,18.0,8.0,16.0,40.0,17.0,16.0,17.0,56.0,7,5,24,21,1610612763,Grizzlies,MEM,Memphis,240:00,17.0,16.0,17.0,56.0,18.0,8.0,16.0,40.0,5,7,21,24,455.0
694,22200348,1610612752,Knicks,NYK,New York,240:00,18.0,17.0,10.0,56.0,15.0,5.0,19.0,40.0,3,6,16,15,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,5.0,19.0,40.0,18.0,17.0,10.0,56.0,6,3,15,16,456.0
695,22200348,1610612739,Cavaliers,CLE,Cleveland,240:00,15.0,5.0,19.0,40.0,18.0,17.0,10.0,56.0,6,3,15,16,1610612752,Knicks,NYK,New York,240:00,18.0,17.0,10.0,56.0,15.0,5.0,19.0,40.0,3,6,16,15,457.0
696,22200349,1610612764,Wizards,WAS,Washington,240:00,20.0,11.0,10.0,62.0,13.0,11.0,15.0,72.0,8,5,23,14,1610612747,Lakers,LAL,Los Angeles,240:00,13.0,11.0,15.0,72.0,20.0,11.0,10.0,62.0,5,8,14,23,458.0
697,22200349,1610612747,Lakers,LAL,Los Angeles,240:00,13.0,11.0,15.0,72.0,20.0,11.0,10.0,62.0,5,8,14,23,1610612764,Wizards,WAS,Washington,240:00,20.0,11.0,10.0,62.0,13.0,11.0,15.0,72.0,8,5,23,14,459.0
698,22200350,1610612758,Kings,SAC,Sacramento,240:00,23.0,5.0,24.0,42.0,14.0,7.0,14.0,46.0,2,5,17,16,1610612741,Bulls,CHI,Chicago,240:00,14.0,7.0,14.0,46.0,23.0,5.0,24.0,42.0,5,2,16,17,460.0
699,22200350,1610612741,Bulls,CHI,Chicago,240:00,14.0,7.0,14.0,46.0,23.0,5.0,24.0,42.0,5,2,16,17,1610612758,Kings,SAC,Sacramento,240:00,23.0,5.0,24.0,42.0,14.0,7.0,14.0,46.0,2,5,17,16,461.0
700,22200351,1610612757,Trail Blazers,POR,Portland,240:00,17.0,19.0,22.0,44.0,11.0,18.0,27.0,58.0,3,5,17,22,1610612754,Pacers,IND,Indiana,240:00,11.0,18.0,27.0,58.0,17.0,19.0,22.0,44.0,5,3,22,17,462.0
701,22200351,1610612754,Pacers,IND,Indiana,240:00,11.0,18.0,27.0,58.0,17.0,19.0,22.0,44.0,5,3,22,17,1610612757,Trail Blazers,POR,Portland,240:00,17.0,19.0,22.0,44.0,11.0,18.0,27.0,58.0,3,5,17,22,463.0
702,22200352,1610612746,Clippers,LAC,LA,240:00,17.0,25.0,13.0,40.0,15.0,15.0,13.0,54.0,5,4,17,16,1610612766,Hornets,CHA,Charlotte,240:00,15.0,15.0,13.0,54.0,17.0,25.0,13.0,40.0,4,5,16,17,464.0
703,22200352,1610612766,Hornets,CHA,Charlotte,240:00,15.0,15.0,13.0,54.0,17.0,25.0,13.0,40.0,4,5,16,17,1610612746,Clippers,LAC,LA,240:00,17.0,25.0,13.0,40.0,15.0,15.0,13.0,54.0,5,4,17,16,465.0
704,22200353,1610612753,Magic,ORL,Orlando,240:00,17.0,7.0,8.0,46.0,14.0,6.0,20.0,38.0,2,4,19,20,1610612749,Bucks,MIL,Milwaukee,240:00,14.0,6.0,20.0,38.0,17.0,7.0,8.0,46.0,4,2,20,19,466.0
705,22200353,1610612749,Bucks,MIL,Milwaukee,240:00,14.0,6.0,20.0,38.0,17.0,7.0,8.0,46.0,4,2,20,19,1610612753,Magic,ORL,Orlando,240:00,17.0,7.0,8.0,46.0,14.0,6.0,20.0,38.0,2,4,19,20,467.0
706,22200354,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,17.0,19.0,58.0,10.0,17.0,16.0,56.0,4,4,19,24,1610612737,Hawks,ATL,Atlanta,240:00,10.0,17.0,16.0,56.0,19.0,17.0,19.0,58.0,4,4,24,19,468.0
707,22200354,1610612737,Hawks,ATL,Atlanta,240:00,10.0,17.0,16.0,56.0,19.0,17.0,19.0,58.0,4,4,24,19,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,17.0,19.0,58.0,10.0,17.0,16.0,56.0,4,4,19,24,469.0
708,22200355,1610612761,Raptors,TOR,Toronto,240:00,10.0,17.0,20.0,50.0,15.0,16.0,13.0,54.0,5,3,20,22,1610612738,Celtics,BOS,Boston,240:00,15.0,16.0,13.0,54.0,10.0,17.0,20.0,50.0,3,5,22,20,470.0
709,22200355,1610612738,Celtics,BOS,Boston,240:00,15.0,16.0,13.0,54.0,10.0,17.0,20.0,50.0,3,5,22,20,1610612761,Raptors,TOR,Toronto,240:00,10.0,17.0,20.0,50.0,15.0,16.0,13.0,54.0,5,3,20,22,471.0
710,22200356,1610612755,76ers,PHI,Philadelphia,290:00,21.0,19.0,4.0,40.0,25.0,19.0,0.0,52.0,6,3,34,27,1610612745,Rockets,HOU,Houston,290:00,25.0,19.0,0.0,52.0,21.0,19.0,4.0,40.0,3,6,27,34,472.0
711,22200356,1610612745,Rockets,HOU,Houston,290:00,25.0,19.0,0.0,52.0,21.0,19.0,4.0,40.0,3,6,27,34,1610612755,76ers,PHI,Philadelphia,290:00,21.0,19.0,4.0,40.0,25.0,19.0,0.0,52.0,6,3,34,27,473.0
