,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B,Unnamed: 0.1
0,22200001,1610612755,76ers,PHI,Philadelphia,240:00,15.0,8.0,2.0,38.0,22.0,4.0,24.0,44.0,3,3,25,24,1610612738,Celtics,BOS,Boston,240:00,22.0,4.0,24.0,44.0,15.0,8.0,2.0,38.0,3,3,24,25,
1,22200001,1610612738,Celtics,BOS,Boston,240:00,22.0,4.0,24.0,44.0,15.0,8.0,2.0,38.0,3,3,24,25,1610612755,76ers,PHI,Philadelphia,240:00,15.0,8.0,2.0,38.0,22.0,4.0,24.0,44.0,3,3,25,24,
2,22200002,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,4.0,27.0,60.0,27.0,10.0,17.0,38.0,4,4,18,23,1610612744,Warriors,GSW,Golden State,240:00,27.0,10.0,17.0,38.0,17.0,4.0,27.0,60.0,4,4,23,18,
3,22200002,1610612744,Warriors,GSW,Golden State,240:00,27.0,10.0,17.0,38.0,17.0,4.0,27.0,60.0,4,4,23,18,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,4.0,27.0,60.0,27.0,10.0,17.0,38.0,4,4,18,23,
4,22200003,1610612753,Magic,ORL,Orlando,240:00,15.0,16.0,23.0,56.0,24.0,16.0,18.0,46.0,5,4,24,21,1610612765,Pistons,DET,Detroit,240:00,24.0,16.0,18.0,46.0,15.0,16.0,23.0,56.0,4,5,21,24,
5,22200003,1610612765,Pistons,DET,Detroit,240:00,24.0,16.0,18.0,46.0,15.0,16.0,23.0,56.0,4,5,21,24,1610612753,Magic,ORL,Orlando,240:00,15.0,16.0,23.0,56.0,24.0,16.0,18.0,46.0,5,4,24,21,
6,22200004,1610612764,Wizards,WAS,Washington,240:00,10.0,14.0,16.0,58.0,16.0,17.0,21.0,34.0,10,5,19,20,1610612754,Pacers,IND,Indiana,240:00,16.0,17.0,21.0,34.0,10.0,14.0,16.0,58.0,5,10,20,19,
7,22200004,1610612754,Pacers,IND,Indiana,240:00,16.0,17.0,21.0,34.0,10.0,14.0,16.0,58.0,5,10,20,19,1610612764,Wizards,WAS,Washington,240:00,10.0,14.0,16.0,58.0,16.0,17.0,21.0,34.0,10,5,19,20,
8,22200005,1610612745,Rockets,HOU,Houston,240:00,13.0,14.0,10.0,60.0,28.0,8.0,28.0,56.0,3,5,20,18,1610612737,Hawks,ATL,Atlanta,240:00,28.0,8.0,28.0,56.0,13.0,14.0,10.0,60.0,5,3,18,20,
9,22200005,1610612737,Hawks,ATL,Atlanta,240:00,28.0,8.0,28.0,56.0,13.0,14.0,10.0,60.0,5,3,18,20,1610612745,Rockets,HOU,Houston,240:00,13.0,14.0,10.0,60.0,28.0,8.0,28.0,56.0,3,5,20,18,
10,22200006,1610612740,Pelicans,NOP,New Orleans,240:00,26.0,36.0,13.0,62.0,17.0,4.0,18.0,46.0,4,10,21,25,1610612751,Nets,BKN,Brooklyn,240:00,17.0,4.0,18.0,46.0,26.0,36.0,13.0,62.0,10,4,25,21,
11,22200006,1610612751,Nets,BKN,Brooklyn,240:00,17.0,4.0,18.0,46.0,26.0,36.0,13.0,62.0,10,4,25,21,1610612740,Pelicans,NOP,New Orleans,240:00,26.0,36.0,13.0,62.0,17.0,4.0,18.0,46.0,4,10,21,25,
12,22200007,1610612748,Heat,MIA,Miami,240:00,12.0,15.0,8.0,48.0,17.0,11.0,8.0,32.0,2,6,24,26,1610612741,Bulls,CHI,Chicago,240:00,17.0,11.0,8.0,32.0,12.0,15.0,8.0,48.0,6,2,26,24,
13,22200007,1610612741,Bulls,CHI,Chicago,240:00,17.0,11.0,8.0,32.0,12.0,15.0,8.0,48.0,6,2,26,24,1610612748,Heat,MIA,Miami,240:00,12.0,15.0,8.0,48.0,17.0,11.0,8.0,32.0,2,6,24,26,
14,22200008,1610612761,Raptors,TOR,Toronto,240:00,25.0,18.0,20.0,36.0,20.0,4.0,7.0,52.0,4,5,23,21,1610612739,Cavaliers,CLE,Cleveland,240:00,20.0,4.0,7.0,52.0,25.0,18.0,20.0,36.0,5,4,21,23,
15,22200008,1610612739,Cavaliers,CLE,Cleveland,240:00,20.0,4.0,7.0,52.0,25.0,18.0,20.0,36.0,5,4,21,23,1610612761,Raptors,TOR,Toronto,240:00,25.0,18.0,20.0,36.0,20.0,4.0,7.0,52.0,4,5,23,21,
16,22200009,1610612752,Knicks,NYK,New York,265:00,16.0,19.0,19.0,68.0,11.0,20.0,21.0,48.0,5,7,26,17,1610612763,Grizzlies,MEM,Memphis,265:00,11.0,20.0,21.0,48.0,16.0,19.0,19.0,68.0,7,5,17,26,
17,22200009,1610612763,Grizzlies,MEM,Memphis,265:00,11.0,20.0,21.0,48.0,16.0,19.0,19.0,68.0,7,5,17,26,1610612752,Knicks,NYK,New York,265:00,16.0,19.0,19.0,68.0,11.0,20.0,21.0,48.0,5,7,26,17,
18,22200010,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,22.0,17.0,38.0,18.0,24.0,10.0,50.0,6,5,26,21,1610612750,Timberwolves,MIN,Minnesota,240:00,18.0,24.0,10.0,50.0,21.0,22.0,17.0,38.0,5,6,21,26,
19,22200010,1610612750,Timberwolves,MIN,Minnesota,240:00,18.0,24.0,10.0,50.0,21.0,22.0,17.0,38.0,5,6,21,26,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,22.0,17.0,38.0,18.0,24.0,10.0,50.0,6,5,26,21,
20,22200011,1610612759,Spurs,SAS,San Antonio,240:00,22.0,12.0,10.0,58.0,25.0,15.0,15.0,54.0,8,10,19,20,1610612766,Hornets,CHA,Charlotte,240:00,25.0,15.0,15.0,54.0,22.0,12.0,10.0,58.0,10,8,20,19,
21,22200011,1610612766,Hornets,CHA,Charlotte,240:00,25.0,15.0,15.0,54.0,22.0,12.0,10.0,58.0,10,8,20,19,1610612759,Spurs,SAS,San Antonio,240:00,22.0,12.0,10.0,58.0,25.0,15.0,15.0,54.0,8,10,19,20,
22,22200012,1610612762,Jazz,UTA,Utah,240:00,34.0,26.0,10.0,42.0,25.0,10.0,19.0,68.0,1,3,21,23,1610612743,Nuggets,DEN,Denver,240:00,25.0,10.0,19.0,68.0,34.0,26.0,10.0,42.0,3,1,23,21,
23,22200012,1610612743,Nuggets,DEN,Denver,240:00,25.0,10.0,19.0,68.0,34.0,26.0,10.0,42.0,3,1,23,21,1610612762,Jazz,UTA,Utah,240:00,34.0,26.0,10.0,42.0,25.0,10.0,19.0,68.0,1,3,21,23,
24,22200013,1610612756,Suns,PHX,Phoenix,240:00,18.0,13.0,9.0,56.0,14.0,9.0,9.0,36.0,5,4,29,22,1610612742,Mavericks,DAL,Dallas,240:00,14.0,9.0,9.0,36.0,18.0,13.0,9.0,56.0,4,5,22,29,
25,22200013,1610612742,Mavericks,DAL,Dallas,240:00,14.0,9.0,9.0,36.0,18.0,13.0,9.0,56.0,4,5,22,29,1610612756,Suns,PHX,Phoenix,240:00,18.0,13.0,9.0,56.0,14.0,9.0,9.0,36.0,5,4,29,22,
26,22200014,1610612758,Kings,SAC,Sacramento,240:00,17.0,16.0,19.0,38.0,18.0,19.0,20.0,56.0,5,2,25,17,1610612757,Trail Blazers,POR,Portland,240:00,18.0,19.0,20.0,56.0,17.0,16.0,19.0,38.0,2,5,17,25,
27,22200014,1610612757,Trail Blazers,POR,Portland,240:00,18.0,19.0,20.0,56.0,17.0,16.0,19.0,38.0,2,5,17,25,1610612758,Kings,SAC,Sacramento,240:00,17.0,16.0,19.0,38.0,18.0,19.0,20.0,56.0,5,2,25,17,
28,22200015,1610612755,76ers,PHI,Philadelphia,240:00,13.0,5.0,14.0,48.0,12.0,7.0,17.0,30.0,5,6,14,16,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,7.0,17.0,30.0,13.0,5.0,14.0,48.0,6,5,16,14,
29,22200015,1610612749,Bucks,MIL,Milwaukee,240:00,12.0,7.0,17.0,30.0,13.0,5.0,14.0,48.0,6,5,16,14,1610612755,76ers,PHI,Philadelphia,240:00,13.0,5.0,14.0,48.0,12.0,7.0,17.0,30.0,5,6,14,16,
30,22200016,1610612747,Lakers,LAL,Los Angeles,240:00,21.0,8.0,15.0,40.0,10.0,14.0,16.0,36.0,5,7,24,24,1610612746,Clippers,LAC,LA,240:00,10.0,14.0,16.0,36.0,21.0,8.0,15.0,40.0,7,5,24,24,
31,22200016,1610612746,Clippers,LAC,LA,240:00,10.0,14.0,16.0,36.0,21.0,8.0,15.0,40.0,7,5,24,24,1610612747,Lakers,LAL,Los Angeles,240:00,21.0,8.0,15.0,40.0,10.0,14.0,16.0,36.0,5,7,24,24,
32,22200017,1610612740,Pelicans,NOP,New Orleans,240:00,24.0,16.0,15.0,62.0,18.0,14.0,15.0,48.0,7,4,14,24,1610612766,Hornets,CHA,Charlotte,240:00,18.0,14.0,15.0,48.0,24.0,16.0,15.0,62.0,4,7,24,14,
33,22200017,1610612766,Hornets,CHA,Charlotte,240:00,18.0,14.0,15.0,48.0,24.0,16.0,15.0,62.0,4,7,24,14,1610612740,Pelicans,NOP,New Orleans,240:00,24.0,16.0,15.0,62.0,18.0,14.0,15.0,48.0,7,4,14,24,
34,22200018,1610612759,Spurs,SAS,San Antonio,240:00,20.0,15.0,20.0,42.0,19.0,22.0,20.0,70.0,4,6,22,34,1610612754,Pacers,IND,Indiana,240:00,19.0,22.0,20.0,70.0,20.0,15.0,20.0,42.0,6,4,34,22,
35,22200018,1610612754,Pacers,IND,Indiana,240:00,19.0,22.0,20.0,70.0,20.0,15.0,20.0,42.0,6,4,34,22,1610612759,Spurs,SAS,San Antonio,240:00,20.0,15.0,20.0,42.0,19.0,22.0,20.0,70.0,4,6,22,34,
36,22200019,1610612764,Wizards,WAS,Washington,240:00,17.0,4.0,13.0,44.0,16.0,15.0,6.0,34.0,8,3,22,15,1610612741,Bulls,CHI,Chicago,240:00,16.0,15.0,6.0,34.0,17.0,4.0,13.0,44.0,3,8,15,22,
37,22200019,1610612741,Bulls,CHI,Chicago,240:00,16.0,15.0,6.0,34.0,17.0,4.0,13.0,44.0,3,8,15,22,1610612764,Wizards,WAS,Washington,240:00,17.0,4.0,13.0,44.0,16.0,15.0,6.0,34.0,8,3,22,15,
38,22200020,1610612753,Magic,ORL,Orlando,240:00,11.0,12.0,8.0,46.0,24.0,9.0,26.0,44.0,7,2,19,22,1610612737,Hawks,ATL,Atlanta,240:00,24.0,9.0,26.0,44.0,11.0,12.0,8.0,46.0,2,7,22,19,
39,22200020,1610612737,Hawks,ATL,Atlanta,240:00,24.0,9.0,26.0,44.0,11.0,12.0,8.0,46.0,2,7,22,19,1610612753,Magic,ORL,Orlando,240:00,11.0,12.0,8.0,46.0,24.0,9.0,26.0,44.0,7,2,19,22,
40,22200021,1610612761,Raptors,TOR,Toronto,240:00,24.0,9.0,18.0,46.0,17.0,13.0,9.0,38.0,4,13,21,19,1610612751,Nets,BKN,Brooklyn,240:00,17.0,13.0,9.0,38.0,24.0,9.0,18.0,46.0,13,4,19,21,
41,22200021,1610612751,Nets,BKN,Brooklyn,240:00,17.0,13.0,9.0,38.0,24.0,9.0,18.0,46.0,13,4,19,21,1610612761,Raptors,TOR,Toronto,240:00,24.0,9.0,18.0,46.0,17.0,13.0,9.0,38.0,4,13,21,19,
42,22200022,1610612748,Heat,MIA,Miami,240:00,23.0,14.0,6.0,46.0,18.0,21.0,12.0,52.0,3,11,18,23,1610612738,Celtics,BOS,Boston,240:00,18.0,21.0,12.0,52.0,23.0,14.0,6.0,46.0,11,3,23,18,
43,22200022,1610612738,Celtics,BOS,Boston,240:00,18.0,21.0,12.0,52.0,23.0,14.0,6.0,46.0,11,3,23,18,1610612748,Heat,MIA,Miami,240:00,23.0,14.0,6.0,46.0,18.0,21.0,12.0,52.0,3,11,18,23,
44,22200023,1610612752,Knicks,NYK,New York,240:00,21.0,17.0,20.0,58.0,14.0,18.0,15.0,52.0,6,2,26,21,1610612765,Pistons,DET,Detroit,240:00,14.0,18.0,15.0,52.0,21.0,17.0,20.0,58.0,2,6,21,26,
45,22200023,1610612765,Pistons,DET,Detroit,240:00,14.0,18.0,15.0,52.0,21.0,17.0,20.0,58.0,2,6,21,26,1610612752,Knicks,NYK,New York,240:00,21.0,17.0,20.0,58.0,14.0,18.0,15.0,52.0,6,2,26,21,
46,22200024,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,17.0,16.0,48.0,16.0,23.0,11.0,50.0,10,6,21,22,1610612745,Rockets,HOU,Houston,240:00,16.0,23.0,11.0,50.0,16.0,17.0,16.0,48.0,6,10,22,21,
47,22200024,1610612745,Rockets,HOU,Houston,240:00,16.0,23.0,11.0,50.0,16.0,17.0,16.0,48.0,6,10,22,21,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,17.0,16.0,48.0,16.0,23.0,11.0,50.0,10,6,21,22,
48,22200025,1610612762,Jazz,UTA,Utah,265:00,23.0,23.0,24.0,52.0,16.0,27.0,29.0,64.0,8,7,23,22,1610612750,Timberwolves,MIN,Minnesota,265:00,16.0,27.0,29.0,64.0,23.0,23.0,24.0,52.0,7,8,22,23,
49,22200025,1610612750,Timberwolves,MIN,Minnesota,265:00,16.0,27.0,29.0,64.0,23.0,23.0,24.0,52.0,7,8,22,23,1610612762,Jazz,UTA,Utah,265:00,23.0,23.0,24.0,52.0,16.0,27.0,29.0,64.0,8,7,23,22,
50,22200026,1610612744,Warriors,GSW,Golden State,240:00,27.0,12.0,11.0,48.0,30.0,9.0,16.0,44.0,3,2,23,22,1610612743,Nuggets,DEN,Denver,240:00,30.0,9.0,16.0,44.0,27.0,12.0,11.0,48.0,2,3,22,23,
51,22200026,1610612743,Nuggets,DEN,Denver,240:00,30.0,9.0,16.0,44.0,27.0,12.0,11.0,48.0,2,3,22,23,1610612744,Warriors,GSW,Golden State,240:00,27.0,12.0,11.0,48.0,30.0,9.0,16.0,44.0,3,2,23,22,
52,22200027,1610612757,Trail Blazers,POR,Portland,265:00,18.0,11.0,21.0,48.0,23.0,12.0,16.0,50.0,5,1,19,29,1610612756,Suns,PHX,Phoenix,265:00,23.0,12.0,16.0,50.0,18.0,11.0,21.0,48.0,1,5,29,19,
53,22200027,1610612756,Suns,PHX,Phoenix,265:00,23.0,12.0,16.0,50.0,18.0,11.0,21.0,48.0,1,5,29,19,1610612757,Trail Blazers,POR,Portland,265:00,18.0,11.0,21.0,48.0,23.0,12.0,16.0,50.0,5,1,19,29,
54,22200028,1610612759,Spurs,SAS,San Antonio,240:00,13.0,20.0,12.0,42.0,19.0,14.0,17.0,46.0,7,5,20,15,1610612755,76ers,PHI,Philadelphia,240:00,19.0,14.0,17.0,46.0,13.0,20.0,12.0,42.0,5,7,15,20,
55,22200028,1610612755,76ers,PHI,Philadelphia,240:00,19.0,14.0,17.0,46.0,13.0,20.0,12.0,42.0,5,7,15,20,1610612759,Spurs,SAS,San Antonio,240:00,13.0,20.0,12.0,42.0,19.0,14.0,17.0,46.0,7,5,20,15,
56,22200029,1610612754,Pacers,IND,Indiana,240:00,15.0,21.0,12.0,48.0,15.0,18.0,17.0,36.0,15,3,21,20,1610612765,Pistons,DET,Detroit,240:00,15.0,18.0,17.0,36.0,15.0,21.0,12.0,48.0,3,15,20,21,
57,22200029,1610612765,Pistons,DET,Detroit,240:00,15.0,18.0,17.0,36.0,15.0,21.0,12.0,48.0,3,15,20,21,1610612754,Pacers,IND,Indiana,240:00,15.0,21.0,12.0,48.0,15.0,18.0,17.0,36.0,15,3,21,20,
58,22200030,1610612753,Magic,ORL,Orlando,240:00,10.0,22.0,14.0,42.0,14.0,6.0,18.0,42.0,7,6,24,21,1610612738,Celtics,BOS,Boston,240:00,14.0,6.0,18.0,42.0,10.0,22.0,14.0,42.0,6,7,21,24,
59,22200030,1610612738,Celtics,BOS,Boston,240:00,14.0,6.0,18.0,42.0,10.0,22.0,14.0,42.0,6,7,21,24,1610612753,Magic,ORL,Orlando,240:00,10.0,22.0,14.0,42.0,14.0,6.0,18.0,42.0,7,6,24,21,
60,22200031,1610612761,Raptors,TOR,Toronto,240:00,16.0,20.0,11.0,40.0,7.0,13.0,11.0,50.0,5,2,25,26,1610612748,Heat,MIA,Miami,240:00,7.0,13.0,11.0,50.0,16.0,20.0,11.0,40.0,2,5,26,25,
61,22200031,1610612748,Heat,MIA,Miami,240:00,7.0,13.0,11.0,50.0,16.0,20.0,11.0,40.0,2,5,26,25,1610612761,Raptors,TOR,Toronto,240:00,16.0,20.0,11.0,40.0,7.0,13.0,11.0,50.0,5,2,25,26,
62,22200032,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,12.0,22.0,58.0,20.0,8.0,6.0,42.0,5,7,17,19,1610612741,Bulls,CHI,Chicago,240:00,20.0,8.0,6.0,42.0,14.0,12.0,22.0,58.0,7,5,19,17,
63,22200032,1610612741,Bulls,CHI,Chicago,240:00,20.0,8.0,6.0,42.0,14.0,12.0,22.0,58.0,7,5,19,17,1610612739,Cavaliers,CLE,Cleveland,240:00,14.0,12.0,22.0,58.0,20.0,8.0,6.0,42.0,5,7,17,19,
64,22200033,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,11.0,25.0,58.0,16.0,14.0,9.0,38.0,10,6,22,22,1610612745,Rockets,HOU,Houston,240:00,16.0,14.0,9.0,38.0,19.0,11.0,25.0,58.0,6,10,22,22,
65,22200033,1610612745,Rockets,HOU,Houston,240:00,16.0,14.0,9.0,38.0,19.0,11.0,25.0,58.0,6,10,22,22,1610612749,Bucks,MIL,Milwaukee,240:00,19.0,11.0,25.0,58.0,16.0,14.0,9.0,38.0,10,6,22,22,
66,22200034,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,11.0,18.0,44.0,24.0,27.0,16.0,46.0,8,7,29,24,1610612742,Mavericks,DAL,Dallas,240:00,24.0,27.0,16.0,46.0,11.0,11.0,18.0,44.0,7,8,24,29,
67,22200034,1610612742,Mavericks,DAL,Dallas,240:00,24.0,27.0,16.0,46.0,11.0,11.0,18.0,44.0,7,8,24,29,1610612763,Grizzlies,MEM,Memphis,240:00,11.0,11.0,18.0,44.0,24.0,27.0,16.0,46.0,8,7,29,24,
68,22200035,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,11.0,18.0,50.0,10.0,20.0,5.0,38.0,5,6,27,21,1610612743,Nuggets,DEN,Denver,240:00,10.0,20.0,5.0,38.0,21.0,11.0,18.0,50.0,6,5,21,27,
69,22200035,1610612743,Nuggets,DEN,Denver,240:00,10.0,20.0,5.0,38.0,21.0,11.0,18.0,50.0,6,5,21,27,1610612760,Thunder,OKC,Oklahoma City,240:00,21.0,11.0,18.0,50.0,10.0,20.0,5.0,38.0,5,6,27,21,
70,22200036,1610612758,Kings,SAC,Sacramento,240:00,13.0,13.0,14.0,40.0,15.0,9.0,9.0,46.0,5,3,21,21,1610612746,Clippers,LAC,LA,240:00,15.0,9.0,9.0,46.0,13.0,13.0,14.0,40.0,3,5,21,21,
71,22200036,1610612746,Clippers,LAC,LA,240:00,15.0,9.0,9.0,46.0,13.0,13.0,14.0,40.0,3,5,21,21,1610612758,Kings,SAC,Sacramento,240:00,13.0,13.0,14.0,40.0,15.0,9.0,9.0,46.0,5,3,21,21,
72,22200037,1610612757,Trail Blazers,POR,Portland,240:00,19.0,14.0,15.0,38.0,17.0,10.0,19.0,66.0,5,9,20,24,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,10.0,19.0,66.0,19.0,14.0,15.0,38.0,9,5,24,20,
73,22200037,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,10.0,19.0,66.0,19.0,14.0,15.0,38.0,9,5,24,20,1610612757,Trail Blazers,POR,Portland,240:00,19.0,14.0,15.0,38.0,17.0,10.0,19.0,66.0,5,9,20,24,
74,22200038,1610612766,Hornets,CHA,Charlotte,240:00,17.0,23.0,11.0,62.0,18.0,22.0,7.0,52.0,6,9,24,21,1610612737,Hawks,ATL,Atlanta,240:00,18.0,22.0,7.0,52.0,17.0,23.0,11.0,62.0,9,6,21,24,
75,22200038,1610612737,Hawks,ATL,Atlanta,240:00,18.0,22.0,7.0,52.0,17.0,23.0,11.0,62.0,9,6,21,24,1610612766,Hornets,CHA,Charlotte,240:00,17.0,23.0,11.0,62.0,18.0,22.0,7.0,52.0,6,9,24,21,
76,22200039,1610612764,Wizards,WAS,Washington,265:00,19.0,14.0,15.0,54.0,28.0,24.0,15.0,48.0,4,5,24,20,1610612739,Cavaliers,CLE,Cleveland,265:00,28.0,24.0,15.0,48.0,19.0,14.0,15.0,54.0,5,4,20,24,
77,22200039,1610612739,Cavaliers,CLE,Cleveland,265:00,28.0,24.0,15.0,48.0,19.0,14.0,15.0,54.0,5,4,20,24,1610612764,Wizards,WAS,Washington,265:00,19.0,14.0,15.0,54.0,28.0,24.0,15.0,48.0,4,5,24,20,
78,22200040,1610612762,Jazz,UTA,Utah,265:00,21.0,15.0,13.0,56.0,15.0,17.0,28.0,64.0,6,6,20,22,1610612740,Pelicans,NOP,New Orleans,265:00,15.0,17.0,28.0,64.0,21.0,15.0,13.0,56.0,6,6,22,20,
79,22200040,1610612740,Pelicans,NOP,New Orleans,265:00,15.0,17.0,28.0,64.0,21.0,15.0,13.0,56.0,6,6,22,20,1610612762,Jazz,UTA,Utah,265:00,21.0,15.0,13.0,56.0,15.0,17.0,28.0,64.0,6,6,20,22,
80,22200041,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,19.0,19.0,54.0,14.0,17.0,11.0,60.0,4,3,15,17,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,17.0,11.0,60.0,19.0,19.0,19.0,54.0,3,4,17,15,
81,22200041,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,17.0,11.0,60.0,19.0,19.0,19.0,54.0,3,4,17,15,1610612760,Thunder,OKC,Oklahoma City,240:00,19.0,19.0,19.0,54.0,14.0,17.0,11.0,60.0,4,3,15,17,
82,22200042,1610612758,Kings,SAC,Sacramento,240:00,23.0,12.0,31.0,64.0,25.0,10.0,24.0,48.0,2,5,29,21,1610612744,Warriors,GSW,Golden State,240:00,25.0,10.0,24.0,48.0,23.0,12.0,31.0,64.0,5,2,21,29,
83,22200042,1610612744,Warriors,GSW,Golden State,240:00,25.0,10.0,24.0,48.0,23.0,12.0,31.0,64.0,5,2,21,29,1610612758,Kings,SAC,Sacramento,240:00,23.0,12.0,31.0,64.0,25.0,10.0,24.0,48.0,2,5,29,21,
84,22200043,1610612756,Suns,PHX,Phoenix,240:00,18.0,16.0,7.0,46.0,12.0,8.0,11.0,46.0,3,0,18,18,1610612746,Clippers,LAC,LA,240:00,12.0,8.0,11.0,46.0,18.0,16.0,7.0,46.0,0,3,18,18,
85,22200043,1610612746,Clippers,LAC,LA,240:00,12.0,8.0,11.0,46.0,18.0,16.0,7.0,46.0,0,3,18,18,1610612756,Suns,PHX,Phoenix,240:00,18.0,16.0,7.0,46.0,12.0,8.0,11.0,46.0,3,0,18,18,
86,22200044,1610612755,76ers,PHI,Philadelphia,240:00,19.0,12.0,7.0,26.0,7.0,10.0,24.0,50.0,7,4,20,23,1610612754,Pacers,IND,Indiana,240:00,7.0,10.0,24.0,50.0,19.0,12.0,7.0,26.0,4,7,23,20,
87,22200044,1610612754,Pacers,IND,Indiana,240:00,7.0,10.0,24.0,50.0,19.0,12.0,7.0,26.0,4,7,23,20,1610612755,76ers,PHI,Philadelphia,240:00,19.0,12.0,7.0,26.0,7.0,10.0,24.0,50.0,7,4,20,23,
88,22200045,1610612761,Raptors,TOR,Toronto,240:00,15.0,12.0,27.0,36.0,13.0,11.0,13.0,34.0,6,3,22,15,1610612748,Heat,MIA,Miami,240:00,13.0,11.0,13.0,34.0,15.0,12.0,27.0,36.0,3,6,15,22,
89,22200045,1610612748,Heat,MIA,Miami,240:00,13.0,11.0,13.0,34.0,15.0,12.0,27.0,36.0,3,6,15,22,1610612761,Raptors,TOR,Toronto,240:00,15.0,12.0,27.0,36.0,13.0,11.0,13.0,34.0,6,3,22,15,
90,22200046,1610612753,Magic,ORL,Orlando,240:00,20.0,24.0,8.0,48.0,20.0,27.0,8.0,56.0,4,3,23,24,1610612752,Knicks,NYK,New York,240:00,20.0,27.0,8.0,56.0,20.0,24.0,8.0,48.0,3,4,24,23,
91,22200046,1610612752,Knicks,NYK,New York,240:00,20.0,27.0,8.0,56.0,20.0,24.0,8.0,48.0,3,4,24,23,1610612753,Magic,ORL,Orlando,240:00,20.0,24.0,8.0,48.0,20.0,27.0,8.0,56.0,4,3,23,24,
92,22200047,1610612741,Bulls,CHI,Chicago,240:00,18.0,16.0,14.0,46.0,16.0,12.0,10.0,34.0,6,7,18,24,1610612738,Celtics,BOS,Boston,240:00,16.0,12.0,10.0,34.0,18.0,16.0,14.0,46.0,7,6,24,18,
93,22200047,1610612738,Celtics,BOS,Boston,240:00,16.0,12.0,10.0,34.0,18.0,16.0,14.0,46.0,7,6,24,18,1610612741,Bulls,CHI,Chicago,240:00,18.0,16.0,14.0,46.0,16.0,12.0,10.0,34.0,6,7,18,24,
94,22200048,1610612762,Jazz,UTA,Utah,240:00,13.0,14.0,8.0,66.0,19.0,19.0,6.0,52.0,10,7,27,20,1610612745,Rockets,HOU,Houston,240:00,19.0,19.0,6.0,52.0,13.0,14.0,8.0,66.0,7,10,20,27,
95,22200048,1610612745,Rockets,HOU,Houston,240:00,19.0,19.0,6.0,52.0,13.0,14.0,8.0,66.0,7,10,20,27,1610612762,Jazz,UTA,Utah,240:00,13.0,14.0,8.0,66.0,19.0,19.0,6.0,52.0,10,7,27,20,
96,22200049,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,16.0,16.0,58.0,12.0,14.0,15.0,54.0,3,7,22,30,1610612751,Nets,BKN,Brooklyn,240:00,12.0,14.0,15.0,54.0,16.0,16.0,16.0,58.0,7,3,30,22,
97,22200049,1610612751,Nets,BKN,Brooklyn,240:00,12.0,14.0,15.0,54.0,16.0,16.0,16.0,58.0,7,3,30,22,1610612763,Grizzlies,MEM,Memphis,240:00,16.0,16.0,16.0,58.0,12.0,14.0,15.0,54.0,3,7,22,30,
98,22200050,1610612759,Spurs,SAS,San Antonio,240:00,23.0,15.0,24.0,60.0,20.0,19.0,14.0,46.0,0,5,21,18,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,19.0,14.0,46.0,23.0,15.0,24.0,60.0,5,0,18,21,
99,22200050,1610612750,Timberwolves,MIN,Minnesota,240:00,20.0,19.0,14.0,46.0,23.0,15.0,24.0,60.0,5,0,18,21,1610612759,Spurs,SAS,San Antonio,240:00,23.0,15.0,24.0,60.0,20.0,19.0,14.0,46.0,0,5,21,18,
100,22200051,1610612757,Trail Blazers,POR,Portland,240:00,11.0,18.0,26.0,62.0,11.0,15.0,13.0,60.0,6,1,15,28,1610612743,Nuggets,DEN,Denver,240:00,11.0,15.0,13.0,60.0,11.0,18.0,26.0,62.0,1,6,28,15,
