,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,EFG_PCT_A,FTA_RATE_A,TM_TOV_PCT_A,OREB_PCT_A,OPP_EFG_PCT_A,OPP_FTA_RATE_A,OPP_TOV_PCT_A,OPP_OREB_PCT_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,EFG_PCT_B,FTA_RATE_B,TM_TOV_PCT_B,OREB_PCT_B,OPP_EFG_PCT_B,OPP_FTA_RATE_B,OPP_TOV_PCT_B,OPP_OREB_PCT_B
1,0021700557,1610612750,Timberwolves,MIN,Minnesota,240:00,0.456,0.375,0.085,0.152,0.611,0.153,0.215,0.143,1610612751,Nets,BKN,Brooklyn,240:00,0.611,0.153,0.215,0.114,0.456,0.375,0.085,0.217
2,0021700557,1610612751,Nets,BKN,Brooklyn,240:00,0.611,0.153,0.215,0.114,0.456,0.375,0.085,0.217,1610612750,Timberwolves,MIN,Minnesota,240:00,0.456,0.375,0.085,0.152,0.611,0.153,0.215,0.143
1,0021700561,1610612749,Bucks,MIL,Milwaukee,240:00,0.647,0.373,0.164,0.188,0.506,0.226,0.151,0.302,1610612754,Pacers,IND,Indiana,240:00,0.506,0.226,0.151,0.186,0.647,0.373,0.164,0.313
2,0021700561,1610612754,Pacers,IND,Indiana,240:00,0.506,0.226,0.151,0.186,0.647,0.373,0.164,0.313,1610612749,Bucks,MIL,Milwaukee,240:00,0.647,0.373,0.164,0.188,0.506,0.226,0.151,0.302
1,0021700560,1610612761,Raptors,TOR,Toronto,240:00,0.571,0.207,0.105,0.149,0.532,0.204,0.123,0.208,1610612741,Bulls,CHI,Chicago,240:00,0.532,0.204,0.123,0.17,0.571,0.207,0.105,0.213
2,0021700560,1610612741,Bulls,CHI,Chicago,240:00,0.532,0.204,0.123,0.17,0.571,0.207,0.105,0.213,1610612761,Raptors,TOR,Toronto,240:00,0.571,0.207,0.105,0.149,0.532,0.204,0.123,0.208
1,0021700559,1610612739,Cavaliers,CLE,Cleveland,240:00,0.393,0.202,0.146,0.155,0.511,0.12,0.154,0.245,1610612738,Celtics,BOS,Boston,240:00,0.511,0.12,0.154,0.17,0.393,0.202,0.146,0.207
2,0021700559,1610612738,Celtics,BOS,Boston,240:00,0.511,0.12,0.154,0.17,0.393,0.202,0.146,0.207,1610612739,Cavaliers,CLE,Cleveland,240:00,0.393,0.202,0.146,0.155,0.511,0.12,0.154,0.245
1,0021700565,1610612760,Thunder,OKC,Oklahoma City,240:00,0.677,0.097,0.091,0.184,0.473,0.163,0.171,0.321,1610612747,Lakers,LAL,Los Angeles,240:00,0.473,0.163,0.171,0.286,0.677,0.097,0.091,0.237
2,0021700565,1610612747,Lakers,LAL,Los Angeles,240:00,0.473,0.163,0.171,0.286,0.677,0.097,0.091,0.237,1610612760,Thunder,OKC,Oklahoma City,240:00,0.677,0.097,0.091,0.184,0.473,0.163,0.171,0.321
1,0021700555,1610612759,Spurs,SAS,San Antonio,240:00,0.494,0.264,0.158,0.24,0.494,0.538,0.131,0.34,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.538,0.131,0.26,0.494,0.264,0.158,0.32
2,0021700555,1610612755,76ers,PHI,Philadelphia,240:00,0.494,0.538,0.131,0.26,0.494,0.264,0.158,0.32,1610612759,Spurs,SAS,San Antonio,240:00,0.494,0.264,0.158,0.24,0.494,0.538,0.131,0.34
1,0021700564,1610612762,Jazz,UTA,Utah,240:00,0.494,0.202,0.141,0.128,0.585,0.146,0.199,0.22,1610612740,Pelicans,NOP,New Orleans,240:00,0.585,0.146,0.199,0.171,0.494,0.202,0.141,0.213
2,0021700564,1610612740,Pelicans,NOP,New Orleans,240:00,0.585,0.146,0.199,0.171,0.494,0.202,0.141,0.213,1610612762,Jazz,UTA,Utah,240:00,0.494,0.202,0.141,0.128,0.585,0.146,0.199,0.22
1,0021700562,1610612744,Warriors,GSW,Golden State,240:00,0.599,0.209,0.132,0.159,0.583,0.244,0.123,0.22,1610612742,Mavericks,DAL,Dallas,240:00,0.583,0.244,0.123,0.14,0.599,0.209,0.132,0.227
2,0021700562,1610612742,Mavericks,DAL,Dallas,240:00,0.583,0.244,0.123,0.14,0.599,0.209,0.132,0.227,1610612744,Warriors,GSW,Golden State,240:00,0.599,0.209,0.132,0.159,0.583,0.244,0.123,0.22
1,0021700558,1610612748,Heat,MIA,Miami,240:00,0.613,0.131,0.128,0.171,0.529,0.186,0.093,0.196,1610612765,Pistons,DET,Detroit,240:00,0.529,0.186,0.093,0.109,0.613,0.131,0.128,0.22
2,0021700558,1610612765,Pistons,DET,Detroit,240:00,0.529,0.186,0.093,0.109,0.613,0.131,0.128,0.22,1610612748,Heat,MIA,Miami,240:00,0.613,0.131,0.128,0.171,0.529,0.186,0.093,0.196
1,0021700554,1610612753,Magic,ORL,Orlando,240:00,0.418,0.275,0.114,0.155,0.556,0.236,0.152,0.216,1610612745,Rockets,HOU,Houston,240:00,0.556,0.236,0.152,0.176,0.418,0.275,0.114,0.207
2,0021700554,1610612745,Rockets,HOU,Houston,240:00,0.556,0.236,0.152,0.176,0.418,0.275,0.114,0.207,1610612753,Magic,ORL,Orlando,240:00,0.418,0.275,0.114,0.155,0.556,0.236,0.152,0.216
1,0021700553,1610612763,Grizzlies,MEM,Memphis,240:00,0.532,0.418,0.144,0.217,0.613,0.437,0.191,0.171,1610612746,Clippers,LAC,LA,240:00,0.613,0.437,0.191,0.114,0.532,0.418,0.144,0.239
2,0021700553,1610612746,Clippers,LAC,LA,240:00,0.613,0.437,0.191,0.114,0.532,0.418,0.144,0.239,1610612763,Grizzlies,MEM,Memphis,240:00,0.532,0.418,0.144,0.217,0.613,0.437,0.191,0.171
1,0021700552,1610612758,Kings,SAC,Sacramento,240:00,0.557,0.207,0.16,0.364,0.657,0.202,0.032,0.175,1610612766,Hornets,CHA,Charlotte,240:00,0.657,0.202,0.032,0.125,0.557,0.207,0.16,0.409
2,0021700552,1610612766,Hornets,CHA,Charlotte,240:00,0.657,0.202,0.032,0.125,0.557,0.207,0.16,0.409,1610612758,Kings,SAC,Sacramento,240:00,0.557,0.207,0.16,0.364,0.657,0.202,0.032,0.175
1,0021700549,1610612757,Trail Blazers,POR,Portland,240:00,0.539,0.211,0.149,0.255,0.596,0.446,0.099,0.311,1610612739,Cavaliers,CLE,Cleveland,240:00,0.596,0.446,0.099,0.178,0.539,0.211,0.149,0.333
2,0021700549,1610612739,Cavaliers,CLE,Cleveland,240:00,0.596,0.446,0.099,0.178,0.539,0.211,0.149,0.333,1610612757,Trail Blazers,POR,Portland,240:00,0.539,0.211,0.149,0.255,0.596,0.446,0.099,0.311
1,0021700550,1610612759,Spurs,SAS,San Antonio,240:00,0.439,0.415,0.088,0.259,0.443,0.207,0.144,0.333,1610612752,Knicks,NYK,New York,240:00,0.443,0.207,0.144,0.222,0.439,0.415,0.088,0.296
2,0021700550,1610612752,Knicks,NYK,New York,240:00,0.443,0.207,0.144,0.222,0.439,0.415,0.088,0.296,1610612759,Spurs,SAS,San Antonio,240:00,0.439,0.415,0.088,0.259,0.443,0.207,0.144,0.333
1,0021700551,1610612756,Suns,PHX,Phoenix,240:00,0.552,0.338,0.221,0.262,0.471,0.287,0.165,0.315,1610612737,Hawks,ATL,Atlanta,240:00,0.471,0.287,0.165,0.315,0.552,0.338,0.221,0.357
2,0021700551,1610612737,Hawks,ATL,Atlanta,240:00,0.471,0.287,0.165,0.315,0.552,0.338,0.221,0.357,1610612756,Suns,PHX,Phoenix,240:00,0.552,0.338,0.221,0.262,0.471,0.287,0.165,0.315
1,0021700547,1610612757,Trail Blazers,POR,Portland,265:00,0.5,0.167,0.071,0.197,0.486,0.221,0.108,0.295,1610612741,Bulls,CHI,Chicago,265:00,0.486,0.221,0.108,0.246,0.5,0.167,0.071,0.23
2,0021700547,1610612741,Bulls,CHI,Chicago,265:00,0.486,0.221,0.108,0.246,0.5,0.167,0.071,0.23,1610612757,Trail Blazers,POR,Portland,265:00,0.5,0.167,0.071,0.197,0.486,0.221,0.108,0.295
1,0021700548,1610612750,Timberwolves,MIN,Minnesota,240:00,0.537,0.37,0.163,0.163,0.5,0.382,0.231,0.239,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.382,0.231,0.196,0.537,0.37,0.163,0.256
2,0021700548,1610612747,Lakers,LAL,Los Angeles,240:00,0.5,0.382,0.231,0.196,0.537,0.37,0.163,0.256,1610612750,Timberwolves,MIN,Minnesota,240:00,0.537,0.37,0.163,0.163,0.5,0.382,0.231,0.239
1,0021700545,1610612753,Magic,ORL,Orlando,240:00,0.396,0.26,0.12,0.288,0.494,0.28,0.137,0.265,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.28,0.137,0.204,0.396,0.26,0.12,0.348
2,0021700545,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.28,0.137,0.204,0.396,0.26,0.12,0.348,1610612753,Magic,ORL,Orlando,240:00,0.396,0.26,0.12,0.288,0.494,0.28,0.137,0.265
1,0021700546,1610612761,Raptors,TOR,Toronto,265:00,0.571,0.363,0.116,0.122,0.543,0.301,0.136,0.306,1610612749,Bucks,MIL,Milwaukee,265:00,0.543,0.301,0.136,0.204,0.571,0.363,0.116,0.245
2,0021700546,1610612749,Bucks,MIL,Milwaukee,265:00,0.543,0.301,0.136,0.204,0.571,0.363,0.116,0.245,1610612761,Raptors,TOR,Toronto,265:00,0.571,0.363,0.116,0.122,0.543,0.301,0.136,0.306
1,0021700542,1610612746,Clippers,LAC,LA,240:00,0.539,0.355,0.172,0.146,0.446,0.204,0.164,0.362,1610612766,Hornets,CHA,Charlotte,240:00,0.446,0.204,0.164,0.259,0.539,0.355,0.172,0.22
2,0021700542,1610612766,Hornets,CHA,Charlotte,240:00,0.446,0.204,0.164,0.259,0.539,0.355,0.172,0.22,1610612746,Clippers,LAC,LA,240:00,0.539,0.355,0.172,0.146,0.446,0.204,0.164,0.362
1,0021700544,1610612756,Suns,PHX,Phoenix,240:00,0.477,0.386,0.15,0.214,0.623,0.442,0.206,0.333,1610612755,76ers,PHI,Philadelphia,240:00,0.623,0.442,0.206,0.282,0.477,0.386,0.15,0.304
2,0021700544,1610612755,76ers,PHI,Philadelphia,240:00,0.623,0.442,0.206,0.282,0.477,0.386,0.15,0.304,1610612756,Suns,PHX,Phoenix,240:00,0.477,0.386,0.15,0.214,0.623,0.442,0.206,0.333
1,0021700540,1610612747,Lakers,LAL,Los Angeles,290:00,0.552,0.352,0.131,0.254,0.547,0.368,0.1,0.283,1610612745,Rockets,HOU,Houston,290:00,0.547,0.368,0.1,0.25,0.552,0.352,0.131,0.373
2,0021700540,1610612745,Rockets,HOU,Houston,290:00,0.547,0.368,0.1,0.25,0.552,0.352,0.131,0.373,1610612747,Lakers,LAL,Los Angeles,290:00,0.552,0.352,0.131,0.254,0.547,0.368,0.1,0.283
1,0021700543,1610612758,Kings,SAC,Sacramento,240:00,0.483,0.291,0.158,0.207,0.632,0.316,0.166,0.184,1610612763,Grizzlies,MEM,Memphis,240:00,0.632,0.316,0.166,0.158,0.483,0.291,0.158,0.276
2,0021700543,1610612763,Grizzlies,MEM,Memphis,240:00,0.632,0.316,0.166,0.158,0.483,0.291,0.158,0.276,1610612758,Kings,SAC,Sacramento,240:00,0.483,0.291,0.158,0.207,0.632,0.316,0.166,0.184
1,0021700538,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.291,0.087,0.277,0.447,0.212,0.175,0.4,1610612754,Pacers,IND,Indiana,240:00,0.447,0.212,0.175,0.236,0.5,0.291,0.087,0.34
2,0021700538,1610612754,Pacers,IND,Indiana,240:00,0.447,0.212,0.175,0.236,0.5,0.291,0.087,0.34,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.291,0.087,0.277,0.447,0.212,0.175,0.4
1,0021700541,1610612760,Thunder,OKC,Oklahoma City,240:00,0.539,0.258,0.111,0.224,0.601,0.157,0.084,0.239,1610612742,Mavericks,DAL,Dallas,240:00,0.601,0.157,0.084,0.174,0.539,0.258,0.111,0.367
2,0021700541,1610612742,Mavericks,DAL,Dallas,240:00,0.601,0.157,0.084,0.174,0.539,0.258,0.111,0.367,1610612760,Thunder,OKC,Oklahoma City,240:00,0.539,0.258,0.111,0.224,0.601,0.157,0.084,0.239
1,0021700539,1610612738,Celtics,BOS,Boston,240:00,0.582,0.316,0.172,0.17,0.468,0.2,0.106,0.271,1610612751,Nets,BKN,Brooklyn,240:00,0.468,0.2,0.106,0.186,0.582,0.316,0.172,0.213
2,0021700539,1610612751,Nets,BKN,Brooklyn,240:00,0.468,0.2,0.106,0.186,0.582,0.316,0.172,0.213,1610612738,Celtics,BOS,Boston,240:00,0.582,0.316,0.172,0.17,0.468,0.2,0.106,0.271
1,0021700537,1610612764,Wizards,WAS,Washington,240:00,0.548,0.183,0.102,0.231,0.5,0.239,0.116,0.302,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.239,0.116,0.189,0.548,0.183,0.102,0.288
2,0021700537,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.239,0.116,0.189,0.548,0.183,0.102,0.288,1610612764,Wizards,WAS,Washington,240:00,0.548,0.183,0.102,0.231,0.5,0.239,0.116,0.302
1,0021700533,1610612757,Trail Blazers,POR,Portland,240:00,0.465,0.153,0.209,0.294,0.528,0.169,0.136,0.32,1610612737,Hawks,ATL,Atlanta,240:00,0.528,0.169,0.136,0.26,0.465,0.153,0.209,0.333
2,0021700533,1610612737,Hawks,ATL,Atlanta,240:00,0.528,0.169,0.136,0.26,0.465,0.153,0.209,0.333,1610612757,Trail Blazers,POR,Portland,240:00,0.465,0.153,0.209,0.294,0.528,0.169,0.136,0.32
1,0021700531,1610612753,Magic,ORL,Orlando,240:00,0.617,0.185,0.132,0.225,0.58,0.205,0.105,0.356,1610612748,Heat,MIA,Miami,240:00,0.58,0.205,0.105,0.244,0.617,0.185,0.132,0.275
2,0021700531,1610612748,Heat,MIA,Miami,240:00,0.58,0.205,0.105,0.244,0.617,0.185,0.132,0.275,1610612753,Magic,ORL,Orlando,240:00,0.617,0.185,0.132,0.225,0.58,0.205,0.105,0.356
1,0021700530,1610612759,Spurs,SAS,San Antonio,240:00,0.399,0.155,0.149,0.189,0.494,0.198,0.118,0.17,1610612765,Pistons,DET,Detroit,240:00,0.494,0.198,0.118,0.128,0.399,0.155,0.149,0.226
2,0021700530,1610612765,Pistons,DET,Detroit,240:00,0.494,0.198,0.118,0.128,0.399,0.155,0.149,0.226,1610612759,Spurs,SAS,San Antonio,240:00,0.399,0.155,0.149,0.189,0.494,0.198,0.118,0.17
1,0021700535,1610612763,Grizzlies,MEM,Memphis,240:00,0.601,0.234,0.081,0.271,0.694,0.294,0.101,0.25,1610612744,Warriors,GSW,Golden State,240:00,0.694,0.294,0.101,0.194,0.601,0.234,0.081,0.313
2,0021700535,1610612744,Warriors,GSW,Golden State,240:00,0.694,0.294,0.101,0.194,0.601,0.234,0.081,0.313,1610612763,Grizzlies,MEM,Memphis,240:00,0.601,0.234,0.081,0.271,0.694,0.294,0.101,0.25
1,0021700536,1610612755,76ers,PHI,Philadelphia,240:00,0.527,0.108,0.126,0.143,0.443,0.391,0.124,0.259,1610612743,Nuggets,DEN,Denver,240:00,0.443,0.391,0.124,0.172,0.527,0.108,0.126,0.204
2,0021700536,1610612743,Nuggets,DEN,Denver,240:00,0.443,0.391,0.124,0.172,0.527,0.108,0.126,0.204,1610612755,76ers,PHI,Philadelphia,240:00,0.527,0.108,0.126,0.143,0.443,0.391,0.124,0.259
1,0021700534,1610612762,Jazz,UTA,Utah,240:00,0.524,0.256,0.113,0.111,0.494,0.321,0.152,0.2,1610612739,Cavaliers,CLE,Cleveland,240:00,0.494,0.321,0.152,0.18,0.524,0.256,0.113,0.133
2,0021700534,1610612739,Cavaliers,CLE,Cleveland,240:00,0.494,0.321,0.152,0.18,0.524,0.256,0.113,0.133,1610612762,Jazz,UTA,Utah,240:00,0.524,0.256,0.113,0.111,0.494,0.321,0.152,0.2
1,0021700532,1610612752,Knicks,NYK,New York,240:00,0.463,0.223,0.069,0.164,0.488,0.321,0.098,0.102,1610612740,Pelicans,NOP,New Orleans,240:00,0.488,0.321,0.098,0.082,0.463,0.223,0.069,0.2
2,0021700532,1610612740,Pelicans,NOP,New Orleans,240:00,0.488,0.321,0.098,0.082,0.463,0.223,0.069,0.2,1610612752,Knicks,NYK,New York,240:00,0.463,0.223,0.069,0.164,0.488,0.321,0.098,0.102
1,0021700528,1610612744,Warriors,GSW,Golden State,240:00,0.506,0.149,0.175,0.17,0.494,0.382,0.108,0.308,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.382,0.108,0.25,0.506,0.149,0.175,0.234
2,0021700528,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.382,0.108,0.25,0.506,0.149,0.175,0.234,1610612744,Warriors,GSW,Golden State,240:00,0.506,0.149,0.175,0.17,0.494,0.382,0.108,0.308
1,0021700523,1610612748,Heat,MIA,Miami,240:00,0.354,0.348,0.108,0.194,0.563,0.316,0.188,0.22,1610612751,Nets,BKN,Brooklyn,240:00,0.563,0.316,0.188,0.195,0.354,0.348,0.108,0.226
2,0021700523,1610612751,Nets,BKN,Brooklyn,240:00,0.563,0.316,0.188,0.195,0.354,0.348,0.108,0.226,1610612748,Heat,MIA,Miami,240:00,0.354,0.348,0.108,0.194,0.563,0.316,0.188,0.22
1,0021700526,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.241,0.137,0.204,0.524,0.2,0.101,0.26,1610612749,Bucks,MIL,Milwaukee,240:00,0.524,0.2,0.101,0.24,0.5,0.241,0.137,0.327
2,0021700526,1610612749,Bucks,MIL,Milwaukee,240:00,0.524,0.2,0.101,0.24,0.5,0.241,0.137,0.327,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.241,0.137,0.204,0.524,0.2,0.101,0.26
1,0021700527,1610612758,Kings,SAC,Sacramento,240:00,0.513,0.288,0.099,0.178,0.559,0.282,0.121,0.396,1610612756,Suns,PHX,Phoenix,240:00,0.559,0.282,0.121,0.333,0.513,0.288,0.099,0.2
2,0021700527,1610612756,Suns,PHX,Phoenix,240:00,0.559,0.282,0.121,0.333,0.513,0.288,0.099,0.2,1610612758,Kings,SAC,Sacramento,240:00,0.513,0.288,0.099,0.178,0.559,0.282,0.121,0.396
1,0021700521,1610612764,Wizards,WAS,Washington,240:00,0.636,0.136,0.178,0.238,0.506,0.18,0.137,0.25,1610612745,Rockets,HOU,Houston,240:00,0.506,0.18,0.137,0.154,0.636,0.136,0.178,0.333
2,0021700521,1610612745,Rockets,HOU,Houston,240:00,0.506,0.18,0.137,0.154,0.636,0.136,0.178,0.333,1610612764,Wizards,WAS,Washington,240:00,0.636,0.136,0.178,0.238,0.506,0.18,0.137,0.25
1,0021700524,1610612754,Pacers,IND,Indiana,240:00,0.5,0.215,0.099,0.212,0.612,0.176,0.151,0.214,1610612741,Bulls,CHI,Chicago,240:00,0.612,0.176,0.151,0.167,0.5,0.215,0.099,0.308
2,0021700524,1610612741,Bulls,CHI,Chicago,240:00,0.612,0.176,0.151,0.167,0.5,0.215,0.099,0.308,1610612754,Pacers,IND,Indiana,240:00,0.5,0.215,0.099,0.212,0.612,0.176,0.151,0.214
1,0021700529,1610612747,Lakers,LAL,Los Angeles,240:00,0.505,0.17,0.118,0.212,0.541,0.395,0.157,0.422,1610612746,Clippers,LAC,LA,240:00,0.541,0.395,0.157,0.333,0.505,0.17,0.118,0.288
2,0021700529,1610612746,Clippers,LAC,LA,240:00,0.541,0.395,0.157,0.333,0.505,0.17,0.118,0.288,1610612747,Lakers,LAL,Los Angeles,240:00,0.505,0.17,0.118,0.212,0.541,0.395,0.157,0.422
1,0021700525,1610612740,Pelicans,NOP,New Orleans,240:00,0.541,0.376,0.078,0.091,0.687,0.217,0.173,0.237,1610612742,Mavericks,DAL,Dallas,240:00,0.687,0.217,0.173,0.132,0.541,0.376,0.078,0.136
2,0021700525,1610612742,Mavericks,DAL,Dallas,240:00,0.687,0.217,0.173,0.132,0.541,0.376,0.078,0.136,1610612740,Pelicans,NOP,New Orleans,240:00,0.541,0.376,0.078,0.091,0.687,0.217,0.173,0.237
1,0021700522,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.076,0.118,0.317,0.483,0.227,0.179,0.396,1610612737,Hawks,ATL,Atlanta,240:00,0.483,0.227,0.179,0.264,0.5,0.076,0.118,0.417
2,0021700522,1610612737,Hawks,ATL,Atlanta,240:00,0.483,0.227,0.179,0.264,0.5,0.076,0.118,0.417,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.076,0.118,0.317,0.483,0.227,0.179,0.396
1,0021700520,1610612757,Trail Blazers,POR,Portland,240:00,0.52,0.627,0.146,0.178,0.575,0.161,0.137,0.128,1610612755,76ers,PHI,Philadelphia,240:00,0.575,0.161,0.137,0.106,0.52,0.627,0.146,0.289
2,0021700520,1610612755,76ers,PHI,Philadelphia,240:00,0.575,0.161,0.137,0.106,0.52,0.627,0.146,0.289,1610612757,Trail Blazers,POR,Portland,240:00,0.52,0.627,0.146,0.178,0.575,0.161,0.137,0.128
1,0021700517,1610612745,Rockets,HOU,Houston,240:00,0.463,0.388,0.164,0.132,0.5,0.293,0.171,0.245,1610612738,Celtics,BOS,Boston,240:00,0.5,0.293,0.171,0.204,0.463,0.388,0.164,0.226
2,0021700517,1610612738,Celtics,BOS,Boston,240:00,0.5,0.293,0.171,0.204,0.463,0.388,0.164,0.226,1610612745,Rockets,HOU,Houston,240:00,0.463,0.388,0.164,0.132,0.5,0.293,0.171,0.245
1,0021700518,1610612750,Timberwolves,MIN,Minnesota,240:00,0.542,0.366,0.199,0.143,0.58,0.213,0.193,0.229,1610612749,Bucks,MIL,Milwaukee,240:00,0.58,0.213,0.193,0.2,0.542,0.366,0.199,0.262
2,0021700518,1610612749,Bucks,MIL,Milwaukee,240:00,0.58,0.213,0.193,0.2,0.542,0.366,0.199,0.262,1610612750,Timberwolves,MIN,Minnesota,240:00,0.542,0.366,0.199,0.143,0.58,0.213,0.193,0.229
1,0021700516,1610612753,Magic,ORL,Orlando,240:00,0.518,0.207,0.191,0.2,0.454,0.161,0.16,0.236,1610612765,Pistons,DET,Detroit,240:00,0.454,0.161,0.16,0.164,0.518,0.207,0.191,0.267
2,0021700516,1610612765,Pistons,DET,Detroit,240:00,0.454,0.161,0.16,0.164,0.518,0.207,0.191,0.267,1610612753,Magic,ORL,Orlando,240:00,0.518,0.207,0.191,0.2,0.454,0.161,0.16,0.236
1,0021700519,1610612759,Spurs,SAS,San Antonio,240:00,0.569,0.488,0.094,0.217,0.483,0.244,0.102,0.294,1610612752,Knicks,NYK,New York,240:00,0.483,0.244,0.102,0.235,0.569,0.488,0.094,0.283
2,0021700519,1610612752,Knicks,NYK,New York,240:00,0.483,0.244,0.102,0.235,0.569,0.488,0.094,0.283,1610612759,Spurs,SAS,San Antonio,240:00,0.569,0.488,0.094,0.217,0.483,0.244,0.102,0.294
1,0021700512,1610612761,Raptors,TOR,Toronto,240:00,0.488,0.306,0.11,0.14,0.58,0.379,0.122,0.356,1610612760,Thunder,OKC,Oklahoma City,240:00,0.58,0.379,0.122,0.333,0.488,0.306,0.11,0.18
2,0021700512,1610612760,Thunder,OKC,Oklahoma City,240:00,0.58,0.379,0.122,0.333,0.488,0.306,0.11,0.18,1610612761,Raptors,TOR,Toronto,240:00,0.488,0.306,0.11,0.14,0.58,0.379,0.122,0.356
1,0021700507,1610612754,Pacers,IND,Indiana,240:00,0.544,0.127,0.164,0.167,0.564,0.192,0.11,0.167,1610612742,Mavericks,DAL,Dallas,240:00,0.564,0.192,0.11,0.095,0.544,0.127,0.164,0.262
2,0021700507,1610612742,Mavericks,DAL,Dallas,240:00,0.564,0.192,0.11,0.095,0.544,0.127,0.164,0.262,1610612754,Pacers,IND,Indiana,240:00,0.544,0.127,0.164,0.167,0.564,0.192,0.11,0.167
1,0021700510,1610612750,Timberwolves,MIN,Minnesota,265:00,0.589,0.333,0.059,0.146,0.544,0.341,0.088,0.294,1610612743,Nuggets,DEN,Denver,265:00,0.544,0.341,0.088,0.216,0.589,0.333,0.059,0.229
2,0021700510,1610612743,Nuggets,DEN,Denver,265:00,0.544,0.341,0.088,0.216,0.589,0.333,0.059,0.229,1610612750,Timberwolves,MIN,Minnesota,265:00,0.589,0.333,0.059,0.146,0.544,0.341,0.088,0.294
1,0021700511,1610612740,Pelicans,NOP,New Orleans,240:00,0.628,0.211,0.106,0.136,0.561,0.156,0.165,0.235,1610612751,Nets,BKN,Brooklyn,240:00,0.561,0.156,0.165,0.196,0.628,0.211,0.106,0.227
2,0021700511,1610612751,Nets,BKN,Brooklyn,240:00,0.561,0.156,0.165,0.196,0.628,0.211,0.106,0.227,1610612740,Pelicans,NOP,New Orleans,240:00,0.628,0.211,0.106,0.136,0.561,0.156,0.165,0.235
1,0021700509,1610612752,Knicks,NYK,New York,240:00,0.429,0.143,0.118,0.125,0.465,0.186,0.144,0.148,1610612741,Bulls,CHI,Chicago,240:00,0.465,0.186,0.144,0.074,0.429,0.143,0.118,0.161
2,0021700509,1610612741,Bulls,CHI,Chicago,240:00,0.465,0.186,0.144,0.074,0.429,0.143,0.118,0.161,1610612752,Knicks,NYK,New York,240:00,0.429,0.143,0.118,0.125,0.465,0.186,0.144,0.148
1,0021700513,1610612758,Kings,SAC,Sacramento,240:00,0.595,0.228,0.121,0.179,0.514,0.338,0.133,0.205,1610612739,Cavaliers,CLE,Cleveland,240:00,0.514,0.338,0.133,0.159,0.595,0.228,0.121,0.205
2,0021700513,1610612739,Cavaliers,CLE,Cleveland,240:00,0.514,0.338,0.133,0.159,0.595,0.228,0.121,0.205,1610612758,Kings,SAC,Sacramento,240:00,0.595,0.228,0.121,0.179,0.514,0.338,0.133,0.205
1,0021700506,1610612766,Hornets,CHA,Charlotte,240:00,0.408,0.333,0.129,0.322,0.571,0.167,0.171,0.195,1610612738,Celtics,BOS,Boston,240:00,0.571,0.167,0.171,0.146,0.408,0.333,0.129,0.339
2,0021700506,1610612738,Celtics,BOS,Boston,240:00,0.571,0.167,0.171,0.146,0.408,0.333,0.129,0.339,1610612766,Hornets,CHA,Charlotte,240:00,0.408,0.333,0.129,0.322,0.571,0.167,0.171,0.195
1,0021700508,1610612764,Wizards,WAS,Washington,240:00,0.488,0.321,0.144,0.184,0.495,0.309,0.117,0.379,1610612737,Hawks,ATL,Atlanta,240:00,0.495,0.309,0.117,0.276,0.488,0.321,0.144,0.204
2,0021700508,1610612737,Hawks,ATL,Atlanta,240:00,0.495,0.309,0.117,0.276,0.488,0.321,0.144,0.204,1610612764,Wizards,WAS,Washington,240:00,0.488,0.321,0.144,0.184,0.495,0.309,0.117,0.379
1,0021700514,1610612762,Jazz,UTA,Utah,240:00,0.435,0.293,0.122,0.167,0.657,0.198,0.152,0.132,1610612744,Warriors,GSW,Golden State,240:00,0.657,0.198,0.152,0.105,0.435,0.293,0.122,0.217
2,0021700514,1610612744,Warriors,GSW,Golden State,240:00,0.657,0.198,0.152,0.105,0.435,0.293,0.122,0.217,1610612762,Jazz,UTA,Utah,240:00,0.435,0.293,0.122,0.167,0.657,0.198,0.152,0.132
1,0021700515,1610612763,Grizzlies,MEM,Memphis,240:00,0.528,0.549,0.117,0.132,0.419,0.355,0.123,0.469,1610612747,Lakers,LAL,Los Angeles,240:00,0.419,0.355,0.123,0.344,0.528,0.549,0.117,0.263
2,0021700515,1610612747,Lakers,LAL,Los Angeles,240:00,0.419,0.355,0.123,0.344,0.528,0.549,0.117,0.263,1610612763,Grizzlies,MEM,Memphis,240:00,0.528,0.549,0.117,0.132,0.419,0.355,0.123,0.469
