,GAME_ID,TEAM_ID_A,TEAM_NAME_A,TEAM_ABBREVIATION_A,TEAM_CITY_A,MIN_A,PTS_OFF_TOV_A,PTS_2ND_CHANCE_A,PTS_FB_A,PTS_PAINT_A,OPP_PTS_OFF_TOV_A,OPP_PTS_2ND_CHANCE_A,OPP_PTS_FB_A,OPP_PTS_PAINT_A,BLK_A,BLKA_A,PF_A,PFD_A,TEAM_ID_B,TEAM_NAME_B,TEAM_ABBREVIATION_B,TEAM_CITY_B,MIN_B,PTS_OFF_TOV_B,PTS_2ND_CHANCE_B,PTS_FB_B,PTS_PAINT_B,OPP_PTS_OFF_TOV_B,OPP_PTS_2ND_CHANCE_B,OPP_PTS_FB_B,OPP_PTS_PAINT_B,BLK_B,BLKA_B,PF_B,PFD_B
2,0021900794,1610612751,Nets,BKN,Brooklyn,240:00,4.0,15.0,11.0,38.0,16.0,6.0,13.0,58.0,7,3,15,21,1610612754,Pacers,IND,Indiana,240:00,16.0,6.0,13.0,58.0,4.0,15.0,11.0,38.0,3,7,21,15
1,0021900795,1610612753,Magic,ORL,Orlando,240:00,18.0,22.0,17.0,60.0,14.0,8.0,12.0,58.0,5,5,14,18,1610612737,Hawks,ATL,Atlanta,240:00,14.0,8.0,12.0,58.0,18.0,22.0,17.0,60.0,5,5,18,14
2,0021900795,1610612737,Hawks,ATL,Atlanta,240:00,14.0,8.0,12.0,58.0,18.0,22.0,17.0,60.0,5,5,18,14,1610612753,Magic,ORL,Orlando,240:00,18.0,22.0,17.0,60.0,14.0,8.0,12.0,58.0,5,5,14,18
1,0021900796,1610612761,Raptors,TOR,Toronto,240:00,34.0,16.0,35.0,60.0,26.0,18.0,10.0,38.0,4,4,26,19,1610612750,Timberwolves,MIN,Minnesota,240:00,26.0,18.0,10.0,38.0,34.0,16.0,35.0,60.0,4,4,19,26
2,0021900796,1610612750,Timberwolves,MIN,Minnesota,240:00,26.0,18.0,10.0,38.0,34.0,16.0,35.0,60.0,4,4,19,26,1610612761,Raptors,TOR,Toronto,240:00,34.0,16.0,35.0,60.0,26.0,18.0,10.0,38.0,4,4,26,19
1,0021900797,1610612758,Kings,SAC,Sacramento,240:00,14.0,16.0,18.0,46.0,18.0,11.0,18.0,40.0,5,5,22,18,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,11.0,18.0,40.0,14.0,16.0,18.0,46.0,5,5,18,22
2,0021900797,1610612749,Bucks,MIL,Milwaukee,240:00,18.0,11.0,18.0,40.0,14.0,16.0,18.0,46.0,5,5,18,22,1610612758,Kings,SAC,Sacramento,240:00,14.0,16.0,18.0,46.0,18.0,11.0,18.0,40.0,5,5,22,18
1,0021900798,1610612762,Jazz,UTA,Utah,240:00,12.0,13.0,15.0,54.0,21.0,2.0,12.0,34.0,2,3,29,18,1610612742,Mavericks,DAL,Dallas,240:00,21.0,2.0,12.0,34.0,12.0,13.0,15.0,54.0,3,2,18,29
2,0021900798,1610612742,Mavericks,DAL,Dallas,240:00,21.0,2.0,12.0,34.0,12.0,13.0,15.0,54.0,3,2,18,29,1610612762,Jazz,UTA,Utah,240:00,12.0,13.0,15.0,54.0,21.0,2.0,12.0,34.0,2,3,29,18
1,0021900799,1610612759,Spurs,SAS,San Antonio,240:00,18.0,11.0,12.0,38.0,12.0,15.0,3.0,40.0,1,5,17,16,1610612743,Nuggets,DEN,Denver,240:00,12.0,15.0,3.0,40.0,18.0,11.0,12.0,38.0,5,1,16,17
2,0021900799,1610612743,Nuggets,DEN,Denver,240:00,12.0,15.0,3.0,40.0,18.0,11.0,12.0,38.0,5,1,16,17,1610612759,Spurs,SAS,San Antonio,240:00,18.0,11.0,12.0,38.0,12.0,15.0,3.0,40.0,1,5,17,16
1,0021900800,1610612748,Heat,MIA,Miami,240:00,20.0,11.0,12.0,50.0,9.0,9.0,17.0,30.0,3,2,19,21,1610612744,Warriors,GSW,Golden State,240:00,9.0,9.0,17.0,30.0,20.0,11.0,12.0,50.0,2,3,21,19
2,0021900800,1610612744,Warriors,GSW,Golden State,240:00,9.0,9.0,17.0,30.0,20.0,11.0,12.0,50.0,2,3,21,19,1610612748,Heat,MIA,Miami,240:00,20.0,11.0,12.0,50.0,9.0,9.0,17.0,30.0,3,2,19,21
1,0021900801,1610612756,Suns,PHX,Phoenix,240:00,18.0,4.0,22.0,38.0,17.0,23.0,15.0,58.0,2,4,19,22,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,23.0,15.0,58.0,18.0,4.0,22.0,38.0,4,2,22,19
2,0021900801,1610612747,Lakers,LAL,Los Angeles,240:00,17.0,23.0,15.0,58.0,18.0,4.0,22.0,38.0,4,2,22,19,1610612756,Suns,PHX,Phoenix,240:00,18.0,4.0,22.0,38.0,17.0,23.0,15.0,58.0,2,4,19,22
1,0021900802,1610612755,76ers,PHI,Philadelphia,240:00,7.0,15.0,13.0,58.0,8.0,3.0,5.0,36.0,7,6,11,19,1610612746,Clippers,LAC,LA,240:00,8.0,3.0,5.0,36.0,7.0,15.0,13.0,58.0,6,7,19,11
2,0021900802,1610612746,Clippers,LAC,LA,240:00,8.0,3.0,5.0,36.0,7.0,15.0,13.0,58.0,6,7,19,11,1610612755,76ers,PHI,Philadelphia,240:00,7.0,15.0,13.0,58.0,8.0,3.0,5.0,36.0,7,6,11,19
1,0021900803,1610612764,Wizards,WAS,Washington,240:00,22.0,15.0,11.0,62.0,17.0,19.0,18.0,50.0,6,4,16,22,1610612741,Bulls,CHI,Chicago,240:00,17.0,19.0,18.0,50.0,22.0,15.0,11.0,62.0,4,6,22,16
2,0021900803,1610612741,Bulls,CHI,Chicago,240:00,17.0,19.0,18.0,50.0,22.0,15.0,11.0,62.0,4,6,22,16,1610612764,Wizards,WAS,Washington,240:00,22.0,15.0,11.0,62.0,17.0,19.0,18.0,50.0,6,4,16,22
1,0021900804,1610612757,Trail Blazers,POR,Portland,240:00,22.0,15.0,13.0,60.0,17.0,22.0,35.0,66.0,3,5,26,20,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,22.0,35.0,66.0,22.0,15.0,13.0,60.0,5,3,20,26
2,0021900804,1610612740,Pelicans,NOP,New Orleans,240:00,17.0,22.0,35.0,66.0,22.0,15.0,13.0,60.0,5,3,20,26,1610612757,Trail Blazers,POR,Portland,240:00,22.0,15.0,13.0,60.0,17.0,22.0,35.0,66.0,3,5,26,20
1,0021900805,1610612759,Spurs,SAS,San Antonio,240:00,12.0,7.0,4.0,42.0,15.0,9.0,6.0,48.0,7,2,19,24,1610612760,Thunder,OKC,Oklahoma City,240:00,15.0,9.0,6.0,48.0,12.0,7.0,4.0,42.0,2,7,24,19
2,0021900805,1610612760,Thunder,OKC,Oklahoma City,240:00,15.0,9.0,6.0,48.0,12.0,7.0,4.0,42.0,2,7,24,19,1610612759,Spurs,SAS,San Antonio,240:00,12.0,7.0,4.0,42.0,15.0,9.0,6.0,48.0,7,2,19,24
1,0021900806,1610612745,Rockets,HOU,Houston,240:00,17.0,9.0,17.0,38.0,13.0,11.0,24.0,46.0,6,4,21,26,1610612738,Celtics,BOS,Boston,240:00,13.0,11.0,24.0,46.0,17.0,9.0,17.0,38.0,4,6,26,21
2,0021900806,1610612738,Celtics,BOS,Boston,240:00,13.0,11.0,24.0,46.0,17.0,9.0,17.0,38.0,4,6,26,21,1610612745,Rockets,HOU,Houston,240:00,17.0,9.0,17.0,38.0,13.0,11.0,24.0,46.0,6,4,21,26
1,0021900807,1610612739,Cavaliers,CLE,Cleveland,240:00,24.0,21.0,10.0,68.0,20.0,14.0,12.0,44.0,6,5,22,26,1610612737,Hawks,ATL,Atlanta,240:00,20.0,14.0,12.0,44.0,24.0,21.0,10.0,68.0,5,6,26,22
2,0021900807,1610612737,Hawks,ATL,Atlanta,240:00,20.0,14.0,12.0,44.0,24.0,21.0,10.0,68.0,5,6,26,22,1610612739,Cavaliers,CLE,Cleveland,240:00,24.0,21.0,10.0,68.0,20.0,14.0,12.0,44.0,6,5,22,26
1,0021900808,1610612753,Magic,ORL,Orlando,265:00,23.0,4.0,16.0,54.0,15.0,8.0,4.0,36.0,7,7,16,20,1610612765,Pistons,DET,Detroit,265:00,15.0,8.0,4.0,36.0,23.0,4.0,16.0,54.0,7,7,20,16
2,0021900808,1610612765,Pistons,DET,Detroit,265:00,15.0,8.0,4.0,36.0,23.0,4.0,16.0,54.0,7,7,20,16,1610612753,Magic,ORL,Orlando,265:00,23.0,4.0,16.0,54.0,15.0,8.0,4.0,36.0,7,7,16,20
1,0021900809,1610612761,Raptors,TOR,Toronto,240:00,15.0,12.0,22.0,38.0,9.0,14.0,11.0,50.0,4,5,20,16,1610612751,Nets,BKN,Brooklyn,240:00,9.0,14.0,11.0,50.0,15.0,12.0,22.0,38.0,5,4,16,20
2,0021900809,1610612751,Nets,BKN,Brooklyn,240:00,9.0,14.0,11.0,50.0,15.0,12.0,22.0,38.0,5,4,16,20,1610612761,Raptors,TOR,Toronto,240:00,15.0,12.0,22.0,38.0,9.0,14.0,11.0,50.0,4,5,20,16
1,0021900810,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,19.0,20.0,42.0,31.0,4.0,20.0,54.0,5,3,21,21,1610612754,Pacers,IND,Indiana,240:00,31.0,4.0,20.0,54.0,20.0,19.0,20.0,42.0,3,5,21,21
2,0021900810,1610612754,Pacers,IND,Indiana,240:00,31.0,4.0,20.0,54.0,20.0,19.0,20.0,42.0,3,5,21,21,1610612749,Bucks,MIL,Milwaukee,240:00,20.0,19.0,20.0,42.0,31.0,4.0,20.0,54.0,5,3,21,21
1,0021900811,1610612764,Wizards,WAS,Washington,240:00,29.0,10.0,18.0,48.0,13.0,22.0,5.0,56.0,7,3,21,27,1610612752,Knicks,NYK,New York,240:00,13.0,22.0,5.0,56.0,29.0,10.0,18.0,48.0,3,7,27,21
2,0021900811,1610612752,Knicks,NYK,New York,240:00,13.0,22.0,5.0,56.0,29.0,10.0,18.0,48.0,3,7,27,21,1610612764,Wizards,WAS,Washington,240:00,29.0,10.0,18.0,48.0,13.0,22.0,5.0,56.0,7,3,21,27
1,0021900812,1610612757,Trail Blazers,POR,Portland,240:00,19.0,15.0,16.0,34.0,12.0,21.0,21.0,74.0,3,9,16,18,1610612763,Grizzlies,MEM,Memphis,240:00,12.0,21.0,21.0,74.0,19.0,15.0,16.0,34.0,9,3,18,16
2,0021900812,1610612763,Grizzlies,MEM,Memphis,240:00,12.0,21.0,21.0,74.0,19.0,15.0,16.0,34.0,9,3,18,16,1610612757,Trail Blazers,POR,Portland,240:00,19.0,15.0,16.0,34.0,12.0,21.0,21.0,74.0,3,9,16,18
1,0021900813,1610612750,Timberwolves,MIN,Minnesota,240:00,17.0,14.0,19.0,42.0,11.0,16.0,7.0,56.0,7,4,19,16,1610612766,Hornets,CHA,Charlotte,240:00,11.0,16.0,7.0,56.0,17.0,14.0,19.0,42.0,4,7,16,19
2,0021900813,1610612766,Hornets,CHA,Charlotte,240:00,11.0,16.0,7.0,56.0,17.0,14.0,19.0,42.0,4,7,16,19,1610612750,Timberwolves,MIN,Minnesota,240:00,17.0,14.0,19.0,42.0,11.0,16.0,7.0,56.0,7,4,19,16
1,0021900814,1610612758,Kings,SAC,Sacramento,240:00,15.0,9.0,23.0,50.0,5.0,8.0,13.0,44.0,2,7,16,18,1610612742,Mavericks,DAL,Dallas,240:00,5.0,8.0,13.0,44.0,15.0,9.0,23.0,50.0,7,2,18,16
2,0021900814,1610612742,Mavericks,DAL,Dallas,240:00,5.0,8.0,13.0,44.0,15.0,9.0,23.0,50.0,7,2,18,16,1610612758,Kings,SAC,Sacramento,240:00,15.0,9.0,23.0,50.0,5.0,8.0,13.0,44.0,2,7,16,18
1,0021900815,1610612756,Suns,PHX,Phoenix,240:00,32.0,13.0,14.0,48.0,21.0,5.0,9.0,54.0,4,7,21,20,1610612744,Warriors,GSW,Golden State,240:00,21.0,5.0,9.0,54.0,32.0,13.0,14.0,48.0,7,4,20,21
2,0021900815,1610612744,Warriors,GSW,Golden State,240:00,21.0,5.0,9.0,54.0,32.0,13.0,14.0,48.0,7,4,20,21,1610612756,Suns,PHX,Phoenix,240:00,32.0,13.0,14.0,48.0,21.0,5.0,9.0,54.0,4,7,21,20
1,0021900816,1610612762,Jazz,UTA,Utah,240:00,16.0,18.0,3.0,52.0,14.0,3.0,8.0,42.0,3,4,16,22,1610612748,Heat,MIA,Miami,240:00,14.0,3.0,8.0,42.0,16.0,18.0,3.0,52.0,4,3,22,16
2,0021900816,1610612748,Heat,MIA,Miami,240:00,14.0,3.0,8.0,42.0,16.0,18.0,3.0,52.0,4,3,22,16,1610612762,Jazz,UTA,Utah,240:00,16.0,18.0,3.0,52.0,14.0,3.0,8.0,42.0,3,4,16,22
1,0021900817,1610612747,Lakers,LAL,Los Angeles,265:00,17.0,11.0,10.0,64.0,18.0,4.0,11.0,48.0,4,2,22,26,1610612743,Nuggets,DEN,Denver,265:00,18.0,4.0,11.0,48.0,17.0,11.0,10.0,64.0,2,4,26,22
2,0021900817,1610612743,Nuggets,DEN,Denver,265:00,18.0,4.0,11.0,48.0,17.0,11.0,10.0,64.0,2,4,26,22,1610612747,Lakers,LAL,Los Angeles,265:00,17.0,11.0,10.0,64.0,18.0,4.0,11.0,48.0,4,2,22,26
1,0021900818,1610612746,Clippers,LAC,LA,290:00,6.0,21.0,16.0,62.0,23.0,15.0,28.0,48.0,10,6,31,28,1610612738,Celtics,BOS,Boston,290:00,23.0,15.0,28.0,48.0,6.0,21.0,16.0,62.0,6,10,28,31
2,0021900818,1610612738,Celtics,BOS,Boston,290:00,23.0,15.0,28.0,48.0,6.0,21.0,16.0,62.0,6,10,28,31,1610612746,Clippers,LAC,LA,290:00,6.0,21.0,16.0,62.0,23.0,15.0,28.0,48.0,10,6,31,28
1,0021900819,1610612760,Thunder,OKC,Oklahoma City,240:00,24.0,4.0,19.0,54.0,9.0,16.0,10.0,42.0,5,7,21,20,1610612740,Pelicans,NOP,New Orleans,240:00,9.0,16.0,10.0,42.0,24.0,4.0,19.0,54.0,7,5,20,21
2,0021900819,1610612740,Pelicans,NOP,New Orleans,240:00,9.0,16.0,10.0,42.0,24.0,4.0,19.0,54.0,7,5,20,21,1610612760,Thunder,OKC,Oklahoma City,240:00,24.0,4.0,19.0,54.0,9.0,16.0,10.0,42.0,5,7,21,20
1,0021900820,1610612749,Bucks,MIL,Milwaukee,240:00,25.0,11.0,10.0,52.0,6.0,15.0,15.0,40.0,3,5,15,23,1610612765,Pistons,DET,Detroit,240:00,6.0,15.0,15.0,40.0,25.0,11.0,10.0,52.0,5,3,23,15
2,0021900820,1610612765,Pistons,DET,Detroit,240:00,6.0,15.0,15.0,40.0,25.0,11.0,10.0,52.0,5,3,23,15,1610612749,Bucks,MIL,Milwaukee,240:00,25.0,11.0,10.0,52.0,6.0,15.0,15.0,40.0,3,5,15,23
1,0021900821,1610612748,Heat,MIA,Miami,240:00,20.0,21.0,16.0,48.0,20.0,10.0,11.0,46.0,7,6,31,27,1610612737,Hawks,ATL,Atlanta,240:00,20.0,10.0,11.0,46.0,20.0,21.0,16.0,48.0,6,7,27,31
2,0021900821,1610612737,Hawks,ATL,Atlanta,240:00,20.0,10.0,11.0,46.0,20.0,21.0,16.0,48.0,6,7,27,31,1610612748,Heat,MIA,Miami,240:00,20.0,21.0,16.0,48.0,20.0,10.0,11.0,46.0,7,6,31,27
1,0021900822,1610612755,76ers,PHI,Philadelphia,265:00,18.0,12.0,20.0,48.0,14.0,22.0,14.0,40.0,6,1,22,27,1610612751,Nets,BKN,Brooklyn,265:00,14.0,22.0,14.0,40.0,18.0,12.0,20.0,48.0,1,6,27,22
2,0021900822,1610612751,Nets,BKN,Brooklyn,265:00,14.0,22.0,14.0,40.0,18.0,12.0,20.0,48.0,1,6,27,22,1610612755,76ers,PHI,Philadelphia,265:00,18.0,12.0,20.0,48.0,14.0,22.0,14.0,40.0,6,1,22,27
1,0021900823,1610612741,Bulls,CHI,Chicago,240:00,19.0,15.0,6.0,52.0,8.0,15.0,14.0,52.0,3,4,23,16,1610612766,Hornets,CHA,Charlotte,240:00,8.0,15.0,14.0,52.0,19.0,15.0,6.0,52.0,4,3,16,23
2,0021900823,1610612766,Hornets,CHA,Charlotte,240:00,8.0,15.0,14.0,52.0,19.0,15.0,6.0,52.0,4,3,16,23,1610612741,Bulls,CHI,Chicago,240:00,19.0,15.0,6.0,52.0,8.0,15.0,14.0,52.0,3,4,23,16
1,0021900824,1610612758,Kings,SAC,Sacramento,240:00,22.0,3.0,8.0,40.0,15.0,18.0,19.0,58.0,2,5,21,29,1610612763,Grizzlies,MEM,Memphis,240:00,15.0,18.0,19.0,58.0,22.0,3.0,8.0,40.0,5,2,29,21
2,0021900824,1610612763,Grizzlies,MEM,Memphis,240:00,15.0,18.0,19.0,58.0,22.0,3.0,8.0,40.0,5,2,29,21,1610612758,Kings,SAC,Sacramento,240:00,22.0,3.0,8.0,40.0,15.0,18.0,19.0,58.0,2,5,21,29
1,0021900825,1610612745,Rockets,HOU,Houston,240:00,31.0,10.0,20.0,36.0,17.0,12.0,23.0,60.0,7,7,15,16,1610612744,Warriors,GSW,Golden State,240:00,17.0,12.0,23.0,60.0,31.0,10.0,20.0,36.0,7,7,16,15
2,0021900825,1610612744,Warriors,GSW,Golden State,240:00,17.0,12.0,23.0,60.0,31.0,10.0,20.0,36.0,7,7,16,15,1610612745,Rockets,HOU,Houston,240:00,31.0,10.0,20.0,36.0,17.0,12.0,23.0,60.0,7,7,15,16
1,0021900826,1610612753,Magic,ORL,Orlando,240:00,16.0,11.0,11.0,40.0,8.0,13.0,17.0,50.0,2,7,22,14,1610612742,Mavericks,DAL,Dallas,240:00,8.0,13.0,17.0,50.0,16.0,11.0,11.0,40.0,7,2,14,22
2,0021900826,1610612742,Mavericks,DAL,Dallas,240:00,8.0,13.0,17.0,50.0,16.0,11.0,11.0,40.0,7,2,14,22,1610612753,Magic,ORL,Orlando,240:00,16.0,11.0,11.0,40.0,8.0,13.0,17.0,50.0,2,7,22,14
1,0021900827,1610612764,Wizards,WAS,Washington,240:00,24.0,22.0,9.0,60.0,7.0,12.0,4.0,52.0,3,6,26,24,1610612739,Cavaliers,CLE,Cleveland,240:00,7.0,12.0,4.0,52.0,24.0,22.0,9.0,60.0,6,3,24,26
2,0021900827,1610612739,Cavaliers,CLE,Cleveland,240:00,7.0,12.0,4.0,52.0,24.0,22.0,9.0,60.0,6,3,24,26,1610612764,Wizards,WAS,Washington,240:00,24.0,22.0,9.0,60.0,7.0,12.0,4.0,52.0,3,6,26,24
1,0021900828,1610612752,Knicks,NYK,New York,240:00,8.0,8.0,5.0,38.0,13.0,20.0,13.0,44.0,7,5,26,22,1610612754,Pacers,IND,Indiana,240:00,13.0,20.0,13.0,44.0,8.0,8.0,5.0,38.0,5,7,22,26
2,0021900828,1610612754,Pacers,IND,Indiana,240:00,13.0,20.0,13.0,44.0,8.0,8.0,5.0,38.0,5,7,22,26,1610612752,Knicks,NYK,New York,240:00,8.0,8.0,5.0,38.0,13.0,20.0,13.0,44.0,7,5,26,22
1,0021900829,1610612761,Raptors,TOR,Toronto,240:00,21.0,15.0,30.0,52.0,21.0,12.0,17.0,46.0,13,3,20,23,1610612756,Suns,PHX,Phoenix,240:00,21.0,12.0,17.0,46.0,21.0,15.0,30.0,52.0,3,13,23,20
2,0021900829,1610612756,Suns,PHX,Phoenix,240:00,21.0,12.0,17.0,46.0,21.0,15.0,30.0,52.0,3,13,23,20,1610612761,Raptors,TOR,Toronto,240:00,21.0,15.0,30.0,52.0,21.0,12.0,17.0,46.0,13,3,20,23
1,0021900830,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,18.0,38.0,6.0,16.0,11.0,56.0,10,6,27,26,1610612738,Celtics,BOS,Boston,240:00,6.0,16.0,11.0,56.0,14.0,8.0,18.0,38.0,6,10,26,27
2,0021900830,1610612738,Celtics,BOS,Boston,240:00,6.0,16.0,11.0,56.0,14.0,8.0,18.0,38.0,6,10,26,27,1610612750,Timberwolves,MIN,Minnesota,240:00,14.0,8.0,18.0,38.0,6.0,16.0,11.0,56.0,10,6,27,26
1,0021900831,1610612760,Thunder,OKC,Oklahoma City,240:00,25.0,11.0,12.0,46.0,21.0,13.0,10.0,52.0,3,3,19,20,1610612743,Nuggets,DEN,Denver,240:00,21.0,13.0,10.0,52.0,25.0,11.0,12.0,46.0,3,3,20,19
2,0021900831,1610612743,Nuggets,DEN,Denver,240:00,21.0,13.0,10.0,52.0,25.0,11.0,12.0,46.0,3,3,20,19,1610612760,Thunder,OKC,Oklahoma City,240:00,25.0,11.0,12.0,46.0,21.0,13.0,10.0,52.0,3,3,19,20
1,0021900832,1610612762,Jazz,UTA,Utah,240:00,11.0,6.0,18.0,42.0,18.0,11.0,9.0,28.0,6,7,18,20,1610612759,Spurs,SAS,San Antonio,240:00,18.0,11.0,9.0,28.0,11.0,6.0,18.0,42.0,7,6,20,18
2,0021900832,1610612759,Spurs,SAS,San Antonio,240:00,18.0,11.0,9.0,28.0,11.0,6.0,18.0,42.0,7,6,20,18,1610612762,Jazz,UTA,Utah,240:00,11.0,6.0,18.0,42.0,18.0,11.0,9.0,28.0,6,7,18,20
1,0021900833,1610612763,Grizzlies,MEM,Memphis,240:00,27.0,25.0,22.0,64.0,21.0,12.0,23.0,52.0,1,14,27,24,1610612747,Lakers,LAL,Los Angeles,240:00,21.0,12.0,23.0,52.0,27.0,25.0,22.0,64.0,14,1,24,27
2,0021900833,1610612747,Lakers,LAL,Los Angeles,240:00,21.0,12.0,23.0,52.0,27.0,25.0,22.0,64.0,14,1,24,27,1610612763,Grizzlies,MEM,Memphis,240:00,27.0,25.0,22.0,64.0,21.0,12.0,23.0,52.0,1,14,27,24
1,0021900834,1610612757,Trail Blazers,POR,Portland,240:00,18.0,22.0,8.0,48.0,25.0,18.0,19.0,48.0,9,3,22,23,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,18.0,19.0,48.0,18.0,22.0,8.0,48.0,3,9,23,22
2,0021900834,1610612740,Pelicans,NOP,New Orleans,240:00,25.0,18.0,19.0,48.0,18.0,22.0,8.0,48.0,3,9,23,22,1610612757,Trail Blazers,POR,Portland,240:00,18.0,22.0,8.0,48.0,25.0,18.0,19.0,48.0,9,3,22,23
1,0021900835,1610612758,Kings,SAC,Sacramento,240:00,24.0,10.0,20.0,52.0,14.0,15.0,18.0,40.0,4,3,24,22,1610612746,Clippers,LAC,LA,240:00,14.0,15.0,18.0,40.0,24.0,10.0,20.0,52.0,3,4,22,24
2,0021900835,1610612746,Clippers,LAC,LA,240:00,14.0,15.0,18.0,40.0,24.0,10.0,20.0,52.0,3,4,22,24,1610612758,Kings,SAC,Sacramento,240:00,24.0,10.0,20.0,52.0,14.0,15.0,18.0,40.0,4,3,24,22
1,0021900836,1610612766,Hornets,CHA,Charlotte,240:00,5.0,17.0,20.0,36.0,16.0,10.0,12.0,50.0,2,6,16,20,1610612751,Nets,BKN,Brooklyn,240:00,16.0,10.0,12.0,50.0,5.0,17.0,20.0,36.0,6,2,20,16
2,0021900836,1610612751,Nets,BKN,Brooklyn,240:00,16.0,10.0,12.0,50.0,5.0,17.0,20.0,36.0,6,2,20,16,1610612766,Hornets,CHA,Charlotte,240:00,5.0,17.0,20.0,36.0,16.0,10.0,12.0,50.0,2,6,16,20
1,0021900837,1610612742,Mavericks,DAL,Dallas,240:00,6.0,14.0,16.0,50.0,26.0,21.0,23.0,66.0,10,4,22,21,1610612737,Hawks,ATL,Atlanta,240:00,26.0,21.0,23.0,66.0,6.0,14.0,16.0,50.0,4,10,21,22
2,0021900837,1610612737,Hawks,ATL,Atlanta,240:00,26.0,21.0,23.0,66.0,6.0,14.0,16.0,50.0,4,10,21,22,1610612742,Mavericks,DAL,Dallas,240:00,6.0,14.0,16.0,50.0,26.0,21.0,23.0,66.0,10,4,22,21
1,0021900838,1610612748,Heat,MIA,Miami,240:00,37.0,5.0,15.0,44.0,11.0,14.0,18.0,44.0,4,2,20,18,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,14.0,18.0,44.0,37.0,5.0,15.0,44.0,2,4,18,20
2,0021900838,1610612739,Cavaliers,CLE,Cleveland,240:00,11.0,14.0,18.0,44.0,37.0,5.0,15.0,44.0,2,4,18,20,1610612748,Heat,MIA,Miami,240:00,37.0,5.0,15.0,44.0,11.0,14.0,18.0,44.0,4,2,20,18
1,0021900839,1610612756,Suns,PHX,Phoenix,240:00,30.0,22.0,18.0,54.0,29.0,16.0,25.0,42.0,4,7,23,29,1610612741,Bulls,CHI,Chicago,240:00,29.0,16.0,25.0,42.0,30.0,22.0,18.0,54.0,7,4,29,23
2,0021900839,1610612741,Bulls,CHI,Chicago,240:00,29.0,16.0,25.0,42.0,30.0,22.0,18.0,54.0,7,4,29,23,1610612756,Suns,PHX,Phoenix,240:00,30.0,22.0,18.0,54.0,29.0,16.0,25.0,42.0,4,7,23,29
1,0021900840,1610612755,76ers,PHI,Philadelphia,240:00,21.0,17.0,23.0,36.0,13.0,10.0,31.0,46.0,4,6,17,16,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,10.0,31.0,46.0,21.0,17.0,23.0,36.0,6,4,16,17
2,0021900840,1610612749,Bucks,MIL,Milwaukee,240:00,13.0,10.0,31.0,46.0,21.0,17.0,23.0,36.0,6,4,16,17,1610612755,76ers,PHI,Philadelphia,240:00,21.0,17.0,23.0,36.0,13.0,10.0,31.0,46.0,4,6,17,16
1,0021900841,1610612762,Jazz,UTA,Utah,240:00,12.0,14.0,10.0,64.0,15.0,8.0,19.0,36.0,2,5,14,25,1610612745,Rockets,HOU,Houston,240:00,15.0,8.0,19.0,36.0,12.0,14.0,10.0,64.0,5,2,25,14
2,0021900841,1610612745,Rockets,HOU,Houston,240:00,15.0,8.0,19.0,36.0,12.0,14.0,10.0,64.0,5,2,25,14,1610612762,Jazz,UTA,Utah,240:00,12.0,14.0,10.0,64.0,15.0,8.0,19.0,36.0,2,5,14,25
1,0021900842,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,18.0,16.0,54.0,19.0,8.0,18.0,44.0,4,3,22,29,1610612738,Celtics,BOS,Boston,240:00,19.0,8.0,18.0,44.0,20.0,18.0,16.0,54.0,3,4,29,22
2,0021900842,1610612738,Celtics,BOS,Boston,240:00,19.0,8.0,18.0,44.0,20.0,18.0,16.0,54.0,3,4,29,22,1610612747,Lakers,LAL,Los Angeles,240:00,20.0,18.0,16.0,54.0,19.0,8.0,18.0,44.0,4,3,22,29
1,0021900843,1610612761,Raptors,TOR,Toronto,240:00,17.0,15.0,33.0,50.0,18.0,12.0,13.0,42.0,10,4,21,20,1610612754,Pacers,IND,Indiana,240:00,18.0,12.0,13.0,42.0,17.0,15.0,33.0,50.0,4,10,20,21
2,0021900843,1610612754,Pacers,IND,Indiana,240:00,18.0,12.0,13.0,42.0,17.0,15.0,33.0,50.0,4,10,20,21,1610612761,Raptors,TOR,Toronto,240:00,17.0,15.0,33.0,50.0,18.0,12.0,13.0,42.0,10,4,21,20
1,0021900844,1610612750,Timberwolves,MIN,Minnesota,240:00,27.0,19.0,18.0,50.0,22.0,9.0,19.0,76.0,2,7,16,24,1610612743,Nuggets,DEN,Denver,240:00,22.0,9.0,19.0,76.0,27.0,19.0,18.0,50.0,7,2,24,16
2,0021900844,1610612743,Nuggets,DEN,Denver,240:00,22.0,9.0,19.0,76.0,27.0,19.0,18.0,50.0,7,2,24,16,1610612750,Timberwolves,MIN,Minnesota,240:00,27.0,19.0,18.0,50.0,22.0,9.0,19.0,76.0,2,7,16,24
